date,Rt_confirmed,Rt_confirmed_err68perc,Rt_symptomatic,Rt_symptomatic_err68perc
2021-02-28,1.3657058985667752,0.1306479541554455,1.3651875370693187,0.1304322486707274
2021-03-01,1.3676611486172972,0.13146350927653822,1.3669643113307757,0.1311728085909726
2021-03-02,1.3618869075383575,0.12903822065360881,1.3610642466212486,0.12869593613638564
2021-03-03,1.3510894604134944,0.12460422482034712,1.3501890299796913,0.12423173731571192
2021-03-04,1.3371776407636242,0.11901109108985335,1.3362459699769822,0.11862767654659674
2021-03-05,1.3164801193426579,0.11058499706312461,1.315563652131771,0.11020884345867887
2021-03-06,1.2917160812684263,0.1005673831163403,1.2908566784197892,0.10021456476805285
2021-03-07,1.2698377353534345,0.09198514471102597,1.2690738576882223,0.09167006666326741
2021-03-08,1.2521226983974234,0.08533247999872867,1.251490567392875,0.08506809668757402
2021-03-09,1.2293156296132528,0.07720549544294658,1.2288468113940794,0.07700353774758412
2021-03-10,1.2037374517867352,0.0679086153726238,1.2034657346156783,0.0677857981836793
2021-03-11,1.178012246739082,0.059011678998401276,1.1779658407063267,0.05898127921682643
2021-03-12,1.1484637694883102,0.04881628742007632,1.1486054121547136,0.0488448946398637
2021-03-13,1.1206185186011879,0.04018298289788945,1.1209462258924963,0.04027149870851182
2021-03-14,1.0911737825927785,0.0307407929948761,1.0916357431499042,0.03084035953228359
2021-03-15,1.0656857312317898,0.02406836572081148,1.0662577827139945,0.024163698331018422
2021-03-16,1.0414756247090828,0.018695268736267676,1.0421285497618233,0.018767448733394154
2021-03-17,1.0175678626237592,0.014333438858964969,1.0182712795547602,0.014356232288986547
2021-03-18,0.9933689911387678,0.01246795337363321,0.9940941939105289,0.012413001436606022
2021-03-19,0.9719742273125487,0.013331335831122896,0.9726955097356081,0.013221051031270225
2021-03-20,0.9500730219579276,0.016561689299500765,0.950763453538129,0.01643591488958104
2021-03-21,0.9285342830047731,0.021132458165379273,0.929169207070279,0.021018187055906933
2021-03-22,0.9069718031411466,0.026419679648630547,0.9075274904141853,0.02632819429923283
2021-03-23,0.8873623225573553,0.030361912613575476,0.8878116526754336,0.0302884424993769
2021-03-24,0.870707264945623,0.03388736702444751,0.8710278945844883,0.03383695086260542
2021-03-25,0.857009072330378,0.03662121762172364,0.8571759394998507,0.036595156337305965
2021-03-26,0.847215945667343,0.038469369122008004,0.8473064684128369,0.038455770549156165
2021-03-27,0.8384262256290361,0.04006526558741603,0.8384262256290361,0.04006526558741603
2021-03-28,0.8355254025525495,0.04058093067147397,0.8355254025525495,0.04058093067147397
2021-03-29,0.8315725493963332,0.04131145644746987,0.8314444913273467,0.0413367634810563
2021-03-30,0.8306082665202534,0.04149126181088427,0.8303693112442596,0.04153744156226567
2021-03-31,0.8297642841496027,0.04166325452533673,0.8294294559389775,0.04172894485886313
2021-04-01,0.8302945289579595,0.04155435997310587,0.8298811345224129,0.04163627549301674
2021-04-02,0.8287262757011894,0.0419169148023369,0.8282486591420648,0.04201302441219565
2021-04-03,0.8265897111726667,0.04240497217435408,0.8260658668412705,0.04251054090010826
2021-04-04,0.8259136403099562,0.042546965683060003,0.8253643444680724,0.04265752024002592
2021-04-05,0.8180261125968082,0.044154912937329684,0.8174694586500793,0.04426309001460691
2021-04-06,0.8105056426995308,0.04568824799150815,0.809959577702946,0.045790821100544124
2021-04-07,0.8003909887539904,0.04761386195028917,0.7998749086067004,0.047707154087521936
2021-04-08,0.7920309168592321,0.04909311882728927,0.7915654340855066,0.049175473380925434
2021-04-09,0.7862946707862202,0.050080590245574416,0.7859002913885117,0.05015000504139569
2021-04-10,0.7841004286995121,0.0504361436403996,0.7838004953651969,0.05049030850976796
2021-04-11,0.7857259194008339,0.050155542447134153,0.7855421152975192,0.05018932884564171
2021-04-12,0.7822421146779707,0.05079654943452976,0.7822503292517511,0.050793248944058345
2021-04-13,0.780326902540299,0.051160310412465076,0.7805044215342799,0.051124488859935625
2021-04-14,0.7824629035506453,0.05078798461694234,0.7827848333775379,0.0507269208292927
2021-04-15,0.7876834041301228,0.049839966976079036,0.7881268100651923,0.04975549970507993
2021-04-16,0.7977569623056365,0.04827259903733501,0.798294582261337,0.0481701348378825
2021-04-17,0.8143615424020697,0.04581271090114428,0.8149689028606804,0.045693285570255156
2021-04-18,0.8309048899293893,0.04265770242581891,0.8315573351515894,0.04251885659163772
2021-04-19,0.85140981694585,0.0390470317802187,0.8520764819776288,0.03889242321544678
2021-04-20,0.8688694626801156,0.035635019458102435,0.8695160391471994,0.03547113121596785
2021-04-21,0.8849857941574899,0.03237786913278045,0.8855764161674242,0.03221339285251251
2021-04-22,0.8993536861261572,0.029078057926871376,0.8998527743086667,0.02892371284738678
2021-04-23,0.9099482727491165,0.026279342527328102,0.9103179924970557,0.02615244368676171
2021-04-24,0.9195218178476074,0.023254626122465125,0.9197265260997997,0.023177532916932773
2021-04-25,0.9230935768580286,0.02196298820855299,0.9230935768580286,0.02196298820855299
2021-04-26,0.9173188321643858,0.023696647978415534,0.9173188321643858,0.023696647978415534
2021-04-27,0.9047733420919309,0.026690987858603396,0.9047733420919309,0.026690987858603396
2021-04-28,0.890632706246188,0.029874804579186207,0.890632706246188,0.029874804579186207
