date,all,male,female
0,281,136.0,145
1,140,79.0,61
2,74,34.0,40
3,56,30.0,26
4,40,20.0,20
5,59,30.0,29
6,44,25.0,19
7,52,22.0,30
8,42,17.0,25
9,43,22.0,21
10,44,16.0,28
11,49,20.0,29
12,34,18.0,16
13,40,20.0,20
14,30,17.0,13
15,39,20.0,19
16,30,15.0,15
17,35,16.0,19
18,37,11.0,26
19,42,23.0,19
20,46,20.0,26
21,48,19.0,29
22,64,35.0,29
23,55,22.0,33
24,64,34.0,30
25,43,17.0,26
26,47,16.0,31
27,54,21.0,33
28,68,22.0,46
29,50,18.0,32
30,70,34.0,36
31,76,26.0,50
32,82,32.0,50
33,84,30.0,54
34,79,27.0,52
35,68,26.0,42
36,95,43.0,52
37,84,28.0,56
38,87,40.0,47
39,98,44.0,54
40,87,33.0,54
41,89,43.0,46
42,89,42.0,47
43,100,47.0,53
44,100,59.0,41
45,89,47.0,42
46,103,52.0,51
47,117,52.0,65
48,116,59.0,57
49,135,63.0,72
50,126,72.0,54
51,149,82.0,67
52,151,88.0,63
53,138,72.0,66
54,141,74.0,67
55,158,82.0,76
56,168,92.0,76
57,175,98.0,77
58,162,84.0,78
59,168,94.0,74
60,165,92.0,73
61,182,89.0,93
62,166,103.0,63
63,176,117.0,59
64,143,87.0,56
65,146,92.0,54
66,153,90.0,63
67,152,90.0,62
68,149,95.0,54
69,156,96.0,60
70,218,131.0,87
71,188,113.0,75
72,201,125.0,76
73,206,123.0,83
74,243,146.0,97
75,264,151.0,113
76,227,133.0,94
77,245,140.0,105
78,251,124.0,127
79,266,156.0,110
80,299,164.0,135
81,268,138.0,130
82,335,153.0,182
83,306,144.0,162
84,314,151.0,163
85,328,146.0,182
86,324,139.0,185
87,296,141.0,155
88,284,124.0,160
89,276,114.0,162
90,263,106.0,157
91,229,77.0,152
92,185,69.0,116
93,162,49.0,113
94,169,56.0,113
95,90,26.0,64
96,70,13.0,57
97,57,11.0,46
98,48,11.0,37
99,29,5.0,24
100,13,2.0,11
101,6,2.0,4
102,6,1.0,5
103,2,,2
104,1,,1
105,2,,2
