date,all,male,female
0.0,2,2.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,1,0.0,1
18.0,1,0.0,1
19.0,1,1.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,1,0.0,1
23.0,0,0.0,0
24.0,1,1.0,0
25.0,1,1.0,0
26.0,0,0.0,0
27.0,1,0.0,1
28.0,4,0.0,4
29.0,6,3.0,3
30.0,3,0.0,3
31.0,8,6.0,2
32.0,5,2.0,3
33.0,4,3.0,1
34.0,9,3.0,6
35.0,2,2.0,0
36.0,7,6.0,1
37.0,8,5.0,3
38.0,6,4.0,2
39.0,7,6.0,1
40.0,8,6.0,2
41.0,10,7.0,3
42.0,17,11.0,6
43.0,15,9.0,6
44.0,15,11.0,4
45.0,24,18.0,6
46.0,28,18.0,10
47.0,23,12.0,11
48.0,24,19.0,5
49.0,36,27.0,9
50.0,38,26.0,12
51.0,44,33.0,11
52.0,45,34.0,11
53.0,56,38.0,18
54.0,54,40.0,14
55.0,62,49.0,13
56.0,66,43.0,23
57.0,105,68.0,37
58.0,93,67.0,26
59.0,89,64.0,25
60.0,108,79.0,29
61.0,127,87.0,40
62.0,132,91.0,41
63.0,154,108.0,46
64.0,149,99.0,50
65.0,171,133.0,38
66.0,166,127.0,39
67.0,194,138.0,56
68.0,185,121.0,64
69.0,216,145.0,71
70.0,239,167.0,72
71.0,243,181.0,62
72.0,274,184.0,90
73.0,288,196.0,92
74.0,298,190.0,108
75.0,301,197.0,104
76.0,258,172.0,86
77.0,268,175.0,93
78.0,299,181.0,118
79.0,287,172.0,115
80.0,279,163.0,116
81.0,300,175.0,125
82.0,291,182.0,109
83.0,293,171.0,122
84.0,260,119.0,141
85.0,247,110.0,137
86.0,215,109.0,106
87.0,221,111.0,110
88.0,221,96.0,125
89.0,176,95.0,81
90.0,163,78.0,85
91.0,137,62.0,75
92.0,99,39.0,60
93.0,92,29.0,63
94.0,73,22.0,51
95.0,51,16.0,35
96.0,32,8.0,24
97.0,32,11.0,21
98.0,13,6.0,7
99.0,17,4.0,13
100.0,6,,6
101.0,1,,1
102.0,1,,1
103.0,2,,2
