date,all,male,female
0.0,1458,779.0,679
1.0,1751,931.0,820
2.0,1805,914.0,891
3.0,2204,1123.0,1081
4.0,2592,1296.0,1296
5.0,2950,1540.0,1410
6.0,3408,1748.0,1660
7.0,3837,1985.0,1852
8.0,4284,2208.0,2076
9.0,4650,2395.0,2255
10.0,5048,2677.0,2371
11.0,5231,2663.0,2568
12.0,4806,2450.0,2356
13.0,4703,2459.0,2244
14.0,4608,2303.0,2305
15.0,4828,2367.0,2461
16.0,4825,2408.0,2417
17.0,5148,2649.0,2499
18.0,4855,2470.0,2385
19.0,4349,2205.0,2144
20.0,4391,2210.0,2181
21.0,4650,2322.0,2328
22.0,4668,2435.0,2233
23.0,4660,2318.0,2342
24.0,4747,2378.0,2369
25.0,4799,2410.0,2389
26.0,4912,2431.0,2481
27.0,4919,2375.0,2544
28.0,5000,2481.0,2519
29.0,5065,2408.0,2657
30.0,5355,2494.0,2861
31.0,5459,2566.0,2893
32.0,5403,2633.0,2770
33.0,5397,2499.0,2898
34.0,5422,2489.0,2933
35.0,5378,2478.0,2900
36.0,5710,2551.0,3159
37.0,5806,2712.0,3094
38.0,5845,2708.0,3137
39.0,6134,2827.0,3307
40.0,6294,2909.0,3385
41.0,6287,2884.0,3403
42.0,6535,3104.0,3431
43.0,7115,3297.0,3818
44.0,7129,3308.0,3821
45.0,7485,3466.0,4019
46.0,7867,3680.0,4187
47.0,8341,3925.0,4416
48.0,8294,3881.0,4413
49.0,8421,3873.0,4548
50.0,8309,3926.0,4383
51.0,8095,3758.0,4337
52.0,8004,3788.0,4216
53.0,7710,3688.0,4022
54.0,7902,3740.0,4162
55.0,7537,3673.0,3864
56.0,7560,3655.0,3905
57.0,7193,3449.0,3744
58.0,6596,3149.0,3447
59.0,6071,2908.0,3163
60.0,5782,2775.0,3007
61.0,5442,2708.0,2734
62.0,4949,2361.0,2588
63.0,4446,2152.0,2294
64.0,4263,2097.0,2166
65.0,3976,1971.0,2005
66.0,3846,1866.0,1980
67.0,3692,1802.0,1890
68.0,3425,1634.0,1791
69.0,3376,1676.0,1700
70.0,3503,1714.0,1789
71.0,3455,1642.0,1813
72.0,3486,1725.0,1761
73.0,3518,1724.0,1794
74.0,3518,1700.0,1818
75.0,3224,1605.0,1619
76.0,2605,1297.0,1308
77.0,2788,1378.0,1410
78.0,2690,1293.0,1397
79.0,2639,1264.0,1375
80.0,2539,1185.0,1354
81.0,2525,1193.0,1332
82.0,2345,1062.0,1283
83.0,2167,951.0,1216
84.0,1873,794.0,1079
85.0,1760,713.0,1047
86.0,1641,630.0,1011
87.0,1442,510.0,932
88.0,1299,471.0,828
89.0,1226,402.0,824
90.0,1167,354.0,813
91.0,981,301.0,680
92.0,848,215.0,633
93.0,756,178.0,578
94.0,619,123.0,496
95.0,526,108.0,418
96.0,399,68.0,331
97.0,319,53.0,266
98.0,225,29.0,196
99.0,181,30.0,151
100.0,121,16.0,105
101.0,52,8.0,44
102.0,32,3.0,29
103.0,15,1.0,14
104.0,5,0.0,5
105.0,4,1.0,3
106.0,9,,9
107.0,3,,3
108.0,1,,1
