date,all,male,female
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,0,0.0,0
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,0,0.0,0
28.0,1,1.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,0,0.0,0
33.0,0,0.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,0,0.0,0
37.0,1,1.0,0
38.0,0,0.0,0
39.0,0,0.0,0
40.0,0,0.0,0
41.0,0,0.0,0
42.0,0,0.0,0
43.0,1,1.0,0
44.0,0,0.0,0
45.0,0,0.0,0
46.0,3,3.0,0
47.0,0,0.0,0
48.0,1,0.0,1
49.0,2,1.0,1
50.0,2,1.0,1
51.0,1,1.0,0
52.0,3,3.0,0
53.0,0,0.0,0
54.0,0,0.0,0
55.0,2,2.0,0
56.0,2,2.0,0
57.0,3,2.0,1
58.0,5,3.0,2
59.0,4,4.0,0
60.0,2,0.0,2
61.0,6,4.0,2
62.0,4,3.0,1
63.0,10,9.0,1
64.0,7,5.0,2
65.0,7,4.0,3
66.0,12,7.0,5
67.0,10,8.0,2
68.0,8,8.0,0
69.0,17,12.0,5
70.0,14,9.0,5
71.0,22,17.0,5
72.0,22,19.0,3
73.0,31,21.0,10
74.0,36,21.0,15
75.0,25,20.0,5
76.0,29,17.0,12
77.0,26,19.0,7
78.0,40,21.0,19
79.0,44,31.0,13
80.0,48,31.0,17
81.0,62,37.0,25
82.0,64,35.0,29
83.0,51,31.0,20
84.0,55,31.0,24
85.0,62,33.0,29
86.0,59,30.0,29
87.0,54,31.0,23
88.0,83,43.0,40
89.0,68,40.0,28
90.0,66,30.0,36
91.0,49,17.0,32
92.0,67,30.0,37
93.0,45,18.0,27
94.0,27,6.0,21
95.0,39,11.0,28
96.0,25,5.0,20
97.0,25,10.0,15
98.0,13,3.0,10
99.0,12,3.0,9
100.0,6,,6
101.0,0,,0
102.0,0,,0
103.0,0,,0
104.0,0,,0
105.0,1,,1
