date,all,male,female
0,1116,605.0,511
1,1280,696.0,584
2,1130,584.0,546
3,1325,696.0,629
4,1444,753.0,691
5,1497,772.0,725
6,1614,842.0,772
7,1828,910.0,918
8,2007,1036.0,971
9,2182,1139.0,1043
10,2290,1234.0,1056
11,2349,1210.0,1139
12,2296,1191.0,1105
13,2249,1184.0,1065
14,2124,1030.0,1094
15,2189,1076.0,1113
16,2353,1186.0,1167
17,2341,1193.0,1148
18,2227,1064.0,1163
19,2195,1071.0,1124
20,2376,1150.0,1226
21,2515,1269.0,1246
22,2428,1243.0,1185
23,2458,1185.0,1273
24,2505,1186.0,1319
25,2548,1226.0,1322
26,2609,1207.0,1402
27,2490,1120.0,1370
28,2628,1275.0,1353
29,2567,1210.0,1357
30,2621,1196.0,1425
31,2746,1299.0,1447
32,2581,1218.0,1363
33,2694,1224.0,1470
34,2728,1230.0,1498
35,2732,1263.0,1469
36,2824,1262.0,1562
37,2783,1261.0,1522
38,2775,1269.0,1506
39,2884,1320.0,1564
40,2966,1374.0,1592
41,2899,1287.0,1612
42,3032,1346.0,1686
43,3140,1396.0,1744
44,3265,1466.0,1799
45,3233,1414.0,1819
46,3523,1573.0,1950
47,3586,1604.0,1982
48,3631,1600.0,2031
49,3535,1579.0,1956
50,3523,1547.0,1976
51,3410,1553.0,1857
52,3472,1575.0,1897
53,3467,1574.0,1893
54,3512,1554.0,1958
55,3475,1557.0,1918
56,3377,1601.0,1776
57,3280,1492.0,1788
58,3144,1414.0,1730
59,2753,1259.0,1494
60,2670,1251.0,1419
61,2522,1194.0,1328
62,2332,1151.0,1181
63,2178,1012.0,1166
64,2087,973.0,1114
65,1982,948.0,1034
66,1906,903.0,1003
67,1736,856.0,880
68,1696,851.0,845
69,1658,827.0,831
70,1662,786.0,876
71,1610,787.0,823
72,1663,839.0,824
73,1639,807.0,832
74,1639,746.0,893
75,1557,777.0,780
76,1364,670.0,694
77,1249,616.0,633
78,1347,619.0,728
79,1306,616.0,690
80,1290,588.0,702
81,1263,581.0,682
82,1223,550.0,673
83,1073,467.0,606
84,1084,470.0,614
85,930,390.0,540
86,891,343.0,548
87,792,288.0,504
88,795,270.0,525
89,672,256.0,416
90,675,220.0,455
91,595,155.0,440
92,481,145.0,336
93,410,115.0,295
94,314,74.0,240
95,277,61.0,216
96,203,34.0,169
97,172,29.0,143
98,109,18.0,91
99,92,18.0,74
100,51,8.0,43
101,22,1.0,21
102,8,1.0,7
103,0,,0
104,5,,5
105,4,,4
106,2,,2
107,1,,1
