date,all,male,female
0.0,3,3.0,0
1.0,2,0.0,2
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,1,1.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,1,1.0,0
11.0,0,0.0,0
12.0,1,0.0,1
13.0,0,0.0,0
14.0,0,0.0,0
15.0,1,1.0,0
16.0,1,1.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,3,3.0,0
20.0,2,2.0,0
21.0,1,1.0,0
22.0,1,0.0,1
23.0,2,2.0,0
24.0,2,2.0,0
25.0,1,0.0,1
26.0,2,1.0,1
27.0,2,1.0,1
28.0,2,0.0,2
29.0,4,3.0,1
30.0,0,0.0,0
31.0,5,3.0,2
32.0,7,5.0,2
33.0,8,3.0,5
34.0,3,3.0,0
35.0,1,1.0,0
36.0,3,2.0,1
37.0,10,5.0,5
38.0,3,3.0,0
39.0,7,6.0,1
40.0,10,8.0,2
41.0,9,7.0,2
42.0,9,6.0,3
43.0,7,5.0,2
44.0,13,11.0,2
45.0,7,4.0,3
46.0,12,6.0,6
47.0,15,12.0,3
48.0,9,8.0,1
49.0,18,17.0,1
50.0,18,14.0,4
51.0,20,18.0,2
52.0,20,14.0,6
53.0,25,16.0,9
54.0,24,17.0,7
55.0,39,33.0,6
56.0,27,21.0,6
57.0,46,33.0,13
58.0,36,29.0,7
59.0,38,29.0,9
60.0,29,23.0,6
61.0,52,37.0,15
62.0,54,42.0,12
63.0,54,44.0,10
64.0,60,43.0,17
65.0,64,50.0,14
66.0,74,52.0,22
67.0,75,55.0,20
68.0,53,41.0,12
69.0,68,51.0,17
70.0,80,50.0,30
71.0,73,57.0,16
72.0,80,47.0,33
73.0,85,59.0,26
74.0,75,55.0,20
75.0,78,55.0,23
76.0,62,39.0,23
77.0,54,35.0,19
78.0,64,45.0,19
79.0,58,36.0,22
80.0,44,25.0,19
81.0,42,24.0,18
82.0,35,21.0,14
83.0,45,25.0,20
84.0,34,14.0,20
85.0,26,12.0,14
86.0,25,15.0,10
87.0,15,6.0,9
88.0,20,7.0,13
89.0,14,7.0,7
90.0,15,6.0,9
91.0,7,4.0,3
92.0,2,1.0,1
93.0,2,1.0,1
94.0,6,2.0,4
95.0,2,,2
96.0,0,,0
97.0,0,,0
98.0,0,,0
99.0,2,,2
