date,all,male,female
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,1,1.0,0
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,0,0.0,0
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,1,0.0,1
33.0,1,1.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,1,1.0,0
37.0,3,2.0,1
38.0,1,1.0,0
39.0,2,1.0,1
40.0,3,3.0,0
41.0,5,4.0,1
42.0,2,1.0,1
43.0,1,1.0,0
44.0,2,0.0,2
45.0,3,3.0,0
46.0,5,3.0,2
47.0,4,2.0,2
48.0,5,4.0,1
49.0,8,3.0,5
50.0,5,3.0,2
51.0,8,4.0,4
52.0,9,3.0,6
53.0,10,7.0,3
54.0,12,5.0,7
55.0,6,4.0,2
56.0,22,16.0,6
57.0,17,12.0,5
58.0,23,16.0,7
59.0,18,11.0,7
60.0,31,22.0,9
61.0,22,18.0,4
62.0,29,22.0,7
63.0,31,26.0,5
64.0,40,30.0,10
65.0,45,31.0,14
66.0,43,29.0,14
67.0,37,27.0,10
68.0,43,31.0,12
69.0,62,43.0,19
70.0,57,40.0,17
71.0,62,44.0,18
72.0,66,48.0,18
73.0,79,55.0,24
74.0,67,48.0,19
75.0,61,35.0,26
76.0,73,51.0,22
77.0,71,45.0,26
78.0,99,60.0,39
79.0,94,61.0,33
80.0,92,60.0,32
81.0,91,57.0,34
82.0,114,62.0,52
83.0,110,59.0,51
84.0,114,61.0,53
85.0,126,72.0,54
86.0,135,64.0,71
87.0,153,75.0,78
88.0,122,57.0,65
89.0,110,49.0,61
90.0,113,45.0,68
91.0,102,45.0,57
92.0,89,32.0,57
93.0,69,23.0,46
94.0,70,23.0,47
95.0,49,19.0,30
96.0,41,8.0,33
97.0,27,11.0,16
98.0,24,7.0,17
99.0,14,3.0,11
100.0,7,2.0,5
101.0,2,0.0,2
102.0,4,0.0,4
103.0,1,0.0,1
104.0,5,1.0,4
105.0,1,,1
