date,all,male,female
0.0,400,211.0,189
1.0,436,221.0,215
2.0,441,225.0,216
3.0,577,312.0,265
4.0,705,329.0,376
5.0,742,379.0,363
6.0,971,486.0,485
7.0,1069,584.0,485
8.0,1160,620.0,540
9.0,1274,652.0,622
10.0,1258,649.0,609
11.0,1249,664.0,585
12.0,1240,626.0,614
13.0,1273,696.0,577
14.0,1216,624.0,592
15.0,1258,673.0,585
16.0,1305,636.0,669
17.0,1412,729.0,683
18.0,1437,702.0,735
19.0,1231,630.0,601
20.0,1214,613.0,601
21.0,1265,630.0,635
22.0,1274,650.0,624
23.0,1323,670.0,653
24.0,1286,682.0,604
25.0,1269,662.0,607
26.0,1240,620.0,620
27.0,1187,590.0,597
28.0,1268,634.0,634
29.0,1167,571.0,596
30.0,1189,583.0,606
31.0,1285,678.0,607
32.0,1239,585.0,654
33.0,1179,548.0,631
34.0,1201,604.0,597
35.0,1161,543.0,618
36.0,1181,560.0,621
37.0,1243,597.0,646
38.0,1296,614.0,682
39.0,1341,627.0,714
40.0,1350,635.0,715
41.0,1360,660.0,700
42.0,1370,614.0,756
43.0,1387,631.0,756
44.0,1429,616.0,813
45.0,1499,675.0,824
46.0,1574,754.0,820
47.0,1630,782.0,848
48.0,1742,799.0,943
49.0,1709,787.0,922
50.0,1700,803.0,897
51.0,1718,835.0,883
52.0,1662,831.0,831
53.0,1712,855.0,857
54.0,1662,814.0,848
55.0,1633,775.0,858
56.0,1517,754.0,763
57.0,1438,759.0,679
58.0,1300,673.0,627
59.0,1234,597.0,637
60.0,1164,575.0,589
61.0,1085,555.0,530
62.0,970,508.0,462
63.0,865,422.0,443
64.0,800,407.0,393
65.0,804,422.0,382
66.0,721,371.0,350
67.0,651,319.0,332
68.0,666,338.0,328
69.0,622,334.0,288
70.0,588,285.0,303
71.0,597,307.0,290
72.0,592,313.0,279
73.0,587,290.0,297
74.0,636,313.0,323
75.0,534,279.0,255
76.0,512,239.0,273
77.0,568,266.0,302
78.0,564,286.0,278
79.0,556,278.0,278
80.0,517,243.0,274
81.0,497,215.0,282
82.0,464,212.0,252
83.0,421,203.0,218
84.0,376,153.0,223
85.0,402,171.0,231
86.0,380,154.0,226
87.0,356,144.0,212
88.0,312,123.0,189
89.0,295,103.0,192
90.0,252,77.0,175
91.0,233,80.0,153
92.0,162,48.0,114
93.0,146,44.0,102
94.0,116,31.0,85
95.0,121,35.0,86
96.0,85,19.0,66
97.0,62,12.0,50
98.0,48,6.0,42
99.0,30,4.0,26
100.0,18,1.0,17
101.0,10,2.0,8
102.0,5,1.0,4
103.0,4,,4
104.0,2,,2
105.0,0,,0
106.0,1,,1
