date,all,male,female
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,1,0.0,1
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,1,0.0,1
15.0,0,0.0,0
16.0,0,0.0,0
17.0,1,1.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,1,1.0,0
21.0,0,0.0,0
22.0,1,0.0,1
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,1,0.0,1
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,0,0.0,0
33.0,1,1.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,0,0.0,0
37.0,2,1.0,1
38.0,0,0.0,0
39.0,1,1.0,0
40.0,0,0.0,0
41.0,1,0.0,1
42.0,0,0.0,0
43.0,3,1.0,2
44.0,1,1.0,0
45.0,2,0.0,2
46.0,5,4.0,1
47.0,6,3.0,3
48.0,4,2.0,2
49.0,5,1.0,4
50.0,9,7.0,2
51.0,7,4.0,3
52.0,6,6.0,0
53.0,7,5.0,2
54.0,9,7.0,2
55.0,9,7.0,2
56.0,16,10.0,6
57.0,16,9.0,7
58.0,20,15.0,5
59.0,28,20.0,8
60.0,24,16.0,8
61.0,27,18.0,9
62.0,30,18.0,12
63.0,26,21.0,5
64.0,27,19.0,8
65.0,30,24.0,6
66.0,27,19.0,8
67.0,31,21.0,10
68.0,41,29.0,12
69.0,43,31.0,12
70.0,72,50.0,22
71.0,60,39.0,21
72.0,67,51.0,16
73.0,68,40.0,28
74.0,77,53.0,24
75.0,98,71.0,27
76.0,94,62.0,32
77.0,96,61.0,35
78.0,110,68.0,42
79.0,123,73.0,50
80.0,132,86.0,46
81.0,153,82.0,71
82.0,157,86.0,71
83.0,154,80.0,74
84.0,173,88.0,85
85.0,174,83.0,91
86.0,188,94.0,94
87.0,173,96.0,77
88.0,180,87.0,93
89.0,170,77.0,93
90.0,157,66.0,91
91.0,147,66.0,81
92.0,129,44.0,85
93.0,103,32.0,71
94.0,132,50.0,82
95.0,67,19.0,48
96.0,50,13.0,37
97.0,39,8.0,31
98.0,35,7.0,28
99.0,21,5.0,16
100.0,11,4.0,7
101.0,5,3.0,2
102.0,5,1.0,4
103.0,0,,0
104.0,1,,1
105.0,2,,2
