date,all,male,female
0.0,1420,749.0,671
1.0,1809,977.0,832
2.0,1843,951.0,892
3.0,2539,1320.0,1219
4.0,3009,1511.0,1498
5.0,3206,1639.0,1567
6.0,3758,1923.0,1835
7.0,4184,2175.0,2009
8.0,4297,2269.0,2028
9.0,4681,2435.0,2246
10.0,4637,2397.0,2240
11.0,4626,2450.0,2176
12.0,4340,2191.0,2149
13.0,4465,2356.0,2109
14.0,4183,2090.0,2093
15.0,4404,2227.0,2177
16.0,4526,2254.0,2272
17.0,4721,2426.0,2295
18.0,4476,2196.0,2280
19.0,3937,1980.0,1957
20.0,4007,1999.0,2008
21.0,4134,2088.0,2046
22.0,4056,2078.0,1978
23.0,4078,2003.0,2075
24.0,4105,2064.0,2041
25.0,4096,2031.0,2065
26.0,4150,2029.0,2121
27.0,3998,1915.0,2083
28.0,4144,2026.0,2118
29.0,4031,1949.0,2082
30.0,4117,1945.0,2172
31.0,4292,2105.0,2187
32.0,4160,1965.0,2195
33.0,4198,1897.0,2301
34.0,4263,1977.0,2286
35.0,4226,1952.0,2274
36.0,4315,1982.0,2333
37.0,4370,2035.0,2335
38.0,4481,2059.0,2422
39.0,4580,2105.0,2475
40.0,4676,2196.0,2480
41.0,4554,2091.0,2463
42.0,4747,2075.0,2672
43.0,4769,2160.0,2609
44.0,4937,2192.0,2745
45.0,4874,2180.0,2694
46.0,5263,2434.0,2829
47.0,5305,2462.0,2843
48.0,5395,2433.0,2962
49.0,5299,2464.0,2835
50.0,5375,2439.0,2936
51.0,5123,2412.0,2711
52.0,5243,2514.0,2729
53.0,5114,2464.0,2650
54.0,4957,2358.0,2599
55.0,4881,2289.0,2592
56.0,4659,2282.0,2377
57.0,4369,2132.0,2237
58.0,4075,1985.0,2090
59.0,3664,1761.0,1903
60.0,3492,1730.0,1762
61.0,3231,1618.0,1613
62.0,2924,1495.0,1429
63.0,2599,1288.0,1311
64.0,2475,1215.0,1260
65.0,2341,1164.0,1177
66.0,2159,1062.0,1097
67.0,1967,987.0,980
68.0,1871,961.0,910
69.0,1767,919.0,848
70.0,1701,844.0,857
71.0,1715,851.0,864
72.0,1658,896.0,762
73.0,1675,837.0,838
74.0,1729,828.0,901
75.0,1536,800.0,736
76.0,1387,688.0,699
77.0,1457,698.0,759
78.0,1518,731.0,787
79.0,1449,719.0,730
80.0,1412,662.0,750
81.0,1348,622.0,726
82.0,1316,599.0,717
83.0,1121,504.0,617
84.0,1102,461.0,641
85.0,1075,449.0,626
86.0,1009,387.0,622
87.0,937,351.0,586
88.0,933,335.0,598
89.0,821,296.0,525
90.0,778,235.0,543
91.0,697,195.0,502
92.0,542,168.0,374
93.0,476,127.0,349
94.0,389,96.0,293
95.0,349,82.0,267
96.0,260,45.0,215
97.0,210,39.0,171
98.0,141,19.0,122
99.0,109,21.0,88
100.0,56,7.0,49
101.0,29,2.0,27
102.0,11,1.0,10
103.0,5,,5
104.0,7,,7
105.0,3,,3
106.0,3,,3
107.0,1,,1
