date,all,male,female
0.0,51,29,22.0
1.0,22,16,6.0
2.0,5,3,2.0
3.0,5,2,3.0
4.0,4,3,1.0
5.0,9,6,3.0
6.0,7,3,4.0
7.0,3,3,0.0
8.0,5,4,1.0
9.0,6,3,3.0
10.0,9,5,4.0
11.0,4,2,2.0
12.0,10,4,6.0
13.0,7,5,2.0
14.0,12,2,10.0
15.0,12,3,9.0
16.0,18,6,12.0
17.0,18,10,8.0
18.0,14,8,6.0
19.0,23,10,13.0
20.0,32,18,14.0
21.0,37,20,17.0
22.0,46,35,11.0
23.0,39,21,18.0
24.0,40,18,22.0
25.0,39,23,16.0
26.0,47,25,22.0
27.0,48,27,21.0
28.0,49,24,25.0
29.0,56,25,31.0
30.0,63,30,33.0
31.0,58,28,30.0
32.0,61,30,31.0
33.0,59,39,20.0
34.0,76,35,41.0
35.0,75,38,37.0
36.0,71,38,33.0
37.0,76,39,37.0
38.0,81,57,24.0
39.0,65,39,26.0
40.0,86,57,29.0
41.0,98,58,40.0
42.0,86,50,36.0
43.0,90,57,33.0
44.0,115,62,53.0
45.0,127,74,53.0
46.0,127,79,48.0
47.0,147,79,68.0
48.0,173,107,66.0
49.0,206,118,88.0
50.0,195,125,70.0
51.0,220,138,82.0
52.0,218,135,83.0
53.0,230,138,92.0
54.0,231,155,76.0
55.0,257,161,96.0
56.0,290,179,111.0
57.0,261,164,97.0
58.0,260,158,102.0
59.0,253,166,87.0
60.0,279,176,103.0
61.0,289,183,106.0
62.0,257,177,80.0
63.0,243,167,76.0
64.0,239,140,99.0
65.0,270,174,96.0
66.0,247,160,87.0
67.0,255,159,96.0
68.0,276,165,111.0
69.0,292,195,97.0
70.0,311,186,125.0
71.0,334,190,144.0
72.0,342,199,143.0
73.0,357,217,140.0
74.0,403,245,158.0
75.0,300,188,112.0
76.0,377,224,153.0
77.0,385,226,159.0
78.0,374,208,166.0
79.0,431,252,179.0
80.0,459,250,209.0
81.0,442,250,192.0
82.0,432,225,207.0
83.0,452,237,215.0
84.0,435,220,215.0
85.0,396,206,190.0
86.0,430,202,228.0
87.0,423,186,237.0
88.0,369,150,219.0
89.0,347,139,208.0
90.0,341,137,204.0
91.0,261,106,155.0
92.0,221,86,135.0
93.0,174,55,119.0
94.0,126,48,78.0
95.0,112,36,76.0
96.0,57,26,31.0
97.0,52,19,33.0
98.0,29,6,23.0
99.0,31,9,22.0
100.0,14,3,11.0
101.0,8,1,7.0
102.0,4,0,4.0
103.0,4,0,4.0
104.0,2,0,2.0
105.0,1,0,1.0
106.0,0,0,0.0
107.0,1,0,1.0
108.0,1,1,
