date,all,male,female
0.0,74,41.0,33
1.0,35,20.0,15
2.0,17,12.0,5
3.0,19,10.0,9
4.0,17,8.0,9
5.0,11,4.0,7
6.0,14,7.0,7
7.0,13,3.0,10
8.0,19,11.0,8
9.0,6,2.0,4
10.0,19,10.0,9
11.0,14,7.0,7
12.0,21,11.0,10
13.0,22,17.0,5
14.0,28,16.0,12
15.0,25,16.0,9
16.0,29,16.0,13
17.0,32,24.0,8
18.0,38,25.0,13
19.0,23,14.0,9
20.0,37,26.0,11
21.0,55,34.0,21
22.0,35,18.0,17
23.0,48,30.0,18
24.0,55,34.0,21
25.0,73,48.0,25
26.0,69,44.0,25
27.0,68,33.0,35
28.0,76,40.0,36
29.0,87,48.0,39
30.0,88,32.0,56
31.0,112,62.0,50
32.0,122,77.0,45
33.0,160,91.0,69
34.0,143,80.0,63
35.0,152,102.0,50
36.0,169,95.0,74
37.0,190,121.0,69
38.0,229,142.0,87
39.0,223,142.0,81
40.0,271,189.0,82
41.0,275,194.0,81
42.0,277,196.0,81
43.0,325,220.0,105
44.0,381,277.0,104
45.0,426,306.0,120
46.0,509,366.0,143
47.0,571,397.0,174
48.0,598,461.0,137
49.0,704,522.0,182
50.0,773,553.0,220
51.0,836,597.0,239
52.0,867,618.0,249
53.0,1008,736.0,272
54.0,1068,769.0,299
55.0,1193,888.0,305
56.0,1326,977.0,349
57.0,1283,940.0,343
58.0,1421,1055.0,366
59.0,1462,1071.0,391
60.0,1518,1084.0,434
61.0,1673,1216.0,457
62.0,1749,1297.0,452
63.0,1863,1355.0,508
64.0,1840,1331.0,509
65.0,1937,1367.0,570
66.0,1971,1420.0,551
67.0,2105,1484.0,621
68.0,2105,1532.0,573
69.0,2166,1476.0,690
70.0,2200,1549.0,651
71.0,2392,1650.0,742
72.0,2524,1753.0,771
73.0,2554,1736.0,818
74.0,2629,1725.0,904
75.0,2143,1424.0,719
76.0,2050,1383.0,667
77.0,2032,1324.0,708
78.0,1835,1198.0,637
79.0,1836,1168.0,668
80.0,1587,966.0,621
81.0,1447,872.0,575
82.0,1460,860.0,600
83.0,1311,776.0,535
84.0,1125,645.0,480
85.0,976,509.0,467
86.0,918,460.0,458
87.0,792,392.0,400
88.0,663,310.0,353
89.0,567,260.0,307
90.0,448,186.0,262
91.0,355,153.0,202
92.0,298,119.0,179
93.0,244,97.0,147
94.0,160,42.0,118
95.0,107,34.0,73
96.0,84,20.0,64
97.0,61,26.0,35
98.0,46,11.0,35
99.0,23,8.0,15
100.0,9,3.0,6
101.0,6,2.0,4
102.0,4,1.0,3
103.0,0,0.0,0
104.0,2,1.0,1
105.0,1,,1
