date,all,male,female
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,1,0.0,1
7.0,0,0.0,0
8.0,0,0.0,0
9.0,1,0.0,1
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,1,1.0,0
22.0,1,1.0,0
23.0,0,0.0,0
24.0,0,0.0,0
25.0,1,1.0,0
26.0,1,1.0,0
27.0,0,0.0,0
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,1,1.0,0
33.0,1,0.0,1
34.0,1,0.0,1
35.0,2,2.0,0
36.0,1,0.0,1
37.0,0,0.0,0
38.0,2,2.0,0
39.0,5,4.0,1
40.0,3,2.0,1
41.0,2,2.0,0
42.0,8,4.0,4
43.0,7,4.0,3
44.0,7,5.0,2
45.0,2,1.0,1
46.0,5,5.0,0
47.0,10,7.0,3
48.0,16,12.0,4
49.0,6,4.0,2
50.0,21,12.0,9
51.0,20,14.0,6
52.0,21,15.0,6
53.0,29,22.0,7
54.0,21,15.0,6
55.0,27,18.0,9
56.0,32,25.0,7
57.0,32,26.0,6
58.0,47,33.0,14
59.0,56,40.0,16
60.0,62,46.0,16
61.0,71,50.0,21
62.0,64,47.0,17
63.0,78,59.0,19
64.0,74,58.0,16
65.0,73,53.0,20
66.0,111,84.0,27
67.0,138,112.0,26
68.0,110,82.0,28
69.0,134,93.0,41
70.0,152,117.0,35
71.0,184,129.0,55
72.0,216,154.0,62
73.0,221,165.0,56
74.0,264,173.0,91
75.0,215,157.0,58
76.0,297,184.0,113
77.0,276,184.0,92
78.0,312,206.0,106
79.0,360,238.0,122
80.0,394,257.0,137
81.0,392,240.0,152
82.0,493,303.0,190
83.0,491,273.0,218
84.0,521,288.0,233
85.0,527,275.0,252
86.0,576,295.0,281
87.0,570,271.0,299
88.0,557,255.0,302
89.0,511,194.0,317
90.0,560,222.0,338
91.0,488,184.0,304
92.0,449,143.0,306
93.0,424,129.0,295
94.0,323,106.0,217
95.0,285,73.0,212
96.0,234,60.0,174
97.0,169,35.0,134
98.0,121,14.0,107
99.0,78,14.0,64
100.0,56,6.0,50
101.0,25,5.0,20
102.0,12,0.0,12
103.0,12,2.0,10
104.0,4,1.0,3
105.0,4,,4
106.0,1,,1
107.0,2,,2
