date,all,male,female
0.0,4,1.0,3
1.0,1,1.0,0
2.0,0,0.0,0
3.0,1,1.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,1,0.0,1
7.0,1,1.0,0
8.0,1,1.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,1,1.0,0
12.0,0,0.0,0
13.0,1,0.0,1
14.0,0,0.0,0
15.0,2,0.0,2
16.0,1,0.0,1
17.0,0,0.0,0
18.0,1,1.0,0
19.0,0,0.0,0
20.0,1,0.0,1
21.0,2,1.0,1
22.0,1,0.0,1
23.0,2,2.0,0
24.0,2,1.0,1
25.0,2,1.0,1
26.0,5,3.0,2
27.0,4,3.0,1
28.0,1,0.0,1
29.0,3,3.0,0
30.0,4,4.0,0
31.0,3,2.0,1
32.0,7,3.0,4
33.0,7,5.0,2
34.0,3,2.0,1
35.0,4,3.0,1
36.0,7,3.0,4
37.0,11,5.0,6
38.0,7,6.0,1
39.0,10,6.0,4
40.0,12,7.0,5
41.0,12,9.0,3
42.0,14,11.0,3
43.0,19,12.0,7
44.0,22,13.0,9
45.0,19,13.0,6
46.0,42,24.0,18
47.0,35,22.0,13
48.0,67,49.0,18
49.0,48,35.0,13
50.0,59,40.0,19
51.0,62,38.0,24
52.0,70,43.0,27
53.0,91,76.0,15
54.0,114,86.0,28
55.0,123,91.0,32
56.0,137,106.0,31
57.0,131,98.0,33
58.0,179,130.0,49
59.0,174,132.0,42
60.0,215,152.0,63
61.0,222,168.0,54
62.0,274,200.0,74
63.0,277,201.0,76
64.0,325,238.0,87
65.0,364,277.0,87
66.0,416,308.0,108
67.0,457,326.0,131
68.0,487,348.0,139
69.0,576,419.0,157
70.0,660,470.0,190
71.0,834,577.0,257
72.0,866,633.0,233
73.0,1020,727.0,293
74.0,958,667.0,291
75.0,955,659.0,296
76.0,1016,685.0,331
77.0,1172,792.0,380
78.0,1183,811.0,372
79.0,1421,931.0,490
80.0,1567,1054.0,513
81.0,1588,1007.0,581
82.0,1664,1027.0,637
83.0,1661,990.0,671
84.0,1749,992.0,757
85.0,1657,905.0,752
86.0,1640,861.0,779
87.0,1637,811.0,826
88.0,1574,739.0,835
89.0,1493,689.0,804
90.0,1393,611.0,782
91.0,1208,502.0,706
92.0,1009,387.0,622
93.0,864,277.0,587
94.0,723,224.0,499
95.0,578,149.0,429
96.0,438,111.0,327
97.0,366,81.0,285
98.0,248,55.0,193
99.0,180,35.0,145
100.0,116,24.0,92
101.0,48,9.0,39
102.0,23,3.0,20
103.0,15,2.0,13
104.0,5,0.0,5
105.0,8,0.0,8
106.0,5,1.0,4
107.0,3,,3
108.0,1,,1
109.0,2,,2
