date,all,male,female
0.0,49,30.0,19
1.0,8,6.0,2
2.0,2,0.0,2
3.0,11,6.0,5
4.0,3,1.0,2
5.0,5,3.0,2
6.0,2,1.0,1
7.0,7,6.0,1
8.0,3,2.0,1
9.0,3,2.0,1
10.0,0,0.0,0
11.0,4,4.0,0
12.0,3,2.0,1
13.0,5,3.0,2
14.0,5,2.0,3
15.0,7,3.0,4
16.0,8,6.0,2
17.0,9,4.0,5
18.0,14,7.0,7
19.0,9,4.0,5
20.0,18,11.0,7
21.0,12,6.0,6
22.0,22,13.0,9
23.0,21,8.0,13
24.0,20,9.0,11
25.0,14,4.0,10
26.0,29,14.0,15
27.0,19,8.0,11
28.0,19,8.0,11
29.0,29,16.0,13
30.0,27,14.0,13
31.0,30,13.0,17
32.0,28,14.0,14
33.0,41,21.0,20
34.0,30,17.0,13
35.0,41,27.0,14
36.0,35,18.0,17
37.0,27,10.0,17
38.0,39,22.0,17
39.0,42,26.0,16
40.0,46,30.0,16
41.0,44,25.0,19
42.0,42,26.0,16
43.0,51,33.0,18
44.0,68,43.0,25
45.0,57,37.0,20
46.0,72,46.0,26
47.0,87,58.0,29
48.0,97,58.0,39
49.0,102,60.0,42
50.0,121,82.0,39
51.0,111,75.0,36
52.0,111,81.0,30
53.0,144,96.0,48
54.0,156,107.0,49
55.0,146,90.0,56
56.0,136,88.0,48
57.0,153,110.0,43
58.0,177,125.0,52
59.0,148,106.0,42
60.0,179,109.0,70
61.0,163,112.0,51
62.0,162,115.0,47
63.0,204,131.0,73
64.0,163,103.0,60
65.0,209,139.0,70
66.0,198,128.0,70
67.0,181,127.0,54
68.0,189,120.0,69
69.0,193,122.0,71
70.0,219,152.0,67
71.0,225,143.0,82
72.0,256,176.0,80
73.0,275,184.0,91
74.0,309,184.0,125
75.0,259,165.0,94
76.0,278,156.0,122
77.0,264,152.0,112
78.0,309,176.0,133
79.0,329,197.0,132
80.0,316,172.0,144
81.0,352,176.0,176
82.0,337,174.0,163
83.0,304,165.0,139
84.0,275,139.0,136
85.0,274,132.0,142
86.0,272,128.0,144
87.0,226,119.0,107
88.0,246,112.0,134
89.0,209,103.0,106
90.0,188,78.0,110
91.0,145,62.0,83
92.0,124,59.0,65
93.0,97,35.0,62
94.0,86,30.0,56
95.0,63,26.0,37
96.0,43,15.0,28
97.0,36,14.0,22
98.0,18,5.0,13
99.0,25,3.0,22
100.0,8,,8
101.0,3,,3
102.0,1,,1
