date,all,male,female
0.0,5,2,3.0
1.0,9,5,4.0
2.0,1,0,1.0
3.0,0,0,0.0
4.0,1,0,1.0
5.0,5,3,2.0
6.0,5,3,2.0
7.0,7,1,6.0
8.0,3,1,2.0
9.0,2,1,1.0
10.0,6,1,5.0
11.0,2,1,1.0
12.0,1,1,0.0
13.0,6,5,1.0
14.0,3,1,2.0
15.0,2,1,1.0
16.0,5,2,3.0
17.0,4,3,1.0
18.0,3,0,3.0
19.0,2,1,1.0
20.0,3,1,2.0
21.0,1,0,1.0
22.0,2,1,1.0
23.0,3,1,2.0
24.0,2,1,1.0
25.0,2,1,1.0
26.0,4,1,3.0
27.0,4,0,4.0
28.0,7,2,5.0
29.0,7,1,6.0
30.0,10,1,9.0
31.0,4,1,3.0
32.0,4,1,3.0
33.0,11,4,7.0
34.0,11,4,7.0
35.0,7,0,7.0
36.0,6,1,5.0
37.0,3,2,1.0
38.0,13,4,9.0
39.0,8,2,6.0
40.0,10,4,6.0
41.0,13,8,5.0
42.0,10,6,4.0
43.0,11,4,7.0
44.0,11,8,3.0
45.0,8,7,1.0
46.0,21,13,8.0
47.0,15,8,7.0
48.0,20,10,10.0
49.0,6,2,4.0
50.0,14,9,5.0
51.0,19,9,10.0
52.0,12,7,5.0
53.0,21,14,7.0
54.0,24,14,10.0
55.0,20,17,3.0
56.0,25,16,9.0
57.0,24,12,12.0
58.0,27,13,14.0
59.0,26,15,11.0
60.0,25,12,13.0
61.0,26,15,11.0
62.0,28,20,8.0
63.0,26,17,9.0
64.0,27,18,9.0
65.0,29,22,7.0
66.0,25,14,11.0
67.0,25,19,6.0
68.0,34,22,12.0
69.0,22,15,7.0
70.0,52,37,15.0
71.0,28,15,13.0
72.0,39,29,10.0
73.0,37,25,12.0
74.0,47,24,23.0
75.0,52,32,20.0
76.0,41,27,14.0
77.0,45,29,16.0
78.0,32,12,20.0
79.0,33,20,13.0
80.0,37,19,18.0
81.0,26,15,11.0
82.0,34,15,19.0
83.0,13,5,8.0
84.0,26,12,14.0
85.0,25,8,17.0
86.0,27,14,13.0
87.0,17,9,8.0
88.0,26,11,15.0
89.0,21,10,11.0
90.0,13,3,10.0
91.0,10,3,7.0
92.0,11,5,6.0
93.0,5,1,4.0
94.0,10,1,9.0
95.0,3,1,2.0
96.0,2,0,2.0
97.0,1,1,0.0
98.0,1,1,0.0
99.0,1,0,1.0
100.0,1,0,1.0
101.0,1,1,
