date,all,male,female
0.0,350,196.0,154
1.0,131,69.0,62
2.0,82,46.0,36
3.0,65,38.0,27
4.0,55,30.0,25
5.0,44,21.0,23
6.0,33,20.0,13
7.0,43,19.0,24
8.0,36,19.0,17
9.0,38,14.0,24
10.0,48,21.0,27
11.0,51,32.0,19
12.0,47,26.0,21
13.0,44,26.0,18
14.0,42,26.0,16
15.0,38,23.0,15
16.0,40,17.0,23
17.0,73,40.0,33
18.0,72,34.0,38
19.0,67,31.0,36
20.0,84,31.0,53
21.0,107,34.0,73
22.0,103,36.0,67
23.0,116,40.0,76
24.0,107,37.0,70
25.0,132,48.0,84
26.0,155,42.0,113
27.0,153,51.0,102
28.0,152,50.0,102
29.0,163,50.0,113
30.0,217,73.0,144
31.0,170,58.0,112
32.0,198,71.0,127
33.0,181,55.0,126
34.0,222,70.0,152
35.0,195,78.0,117
36.0,224,102.0,122
37.0,190,79.0,111
38.0,208,101.0,107
39.0,191,99.0,92
40.0,236,121.0,115
41.0,215,113.0,102
42.0,235,134.0,101
43.0,230,124.0,106
44.0,239,159.0,80
45.0,282,171.0,111
46.0,303,199.0,104
47.0,316,200.0,116
48.0,370,231.0,139
49.0,375,240.0,135
50.0,369,245.0,124
51.0,414,266.0,148
52.0,458,297.0,161
53.0,433,270.0,163
54.0,464,284.0,180
55.0,486,307.0,179
56.0,533,337.0,196
57.0,555,343.0,212
58.0,551,346.0,205
59.0,568,357.0,211
60.0,569,337.0,232
61.0,596,380.0,216
62.0,591,346.0,245
63.0,578,353.0,225
64.0,624,396.0,228
65.0,624,377.0,247
66.0,675,420.0,255
67.0,630,397.0,233
68.0,668,422.0,246
69.0,678,422.0,256
70.0,708,427.0,281
71.0,753,445.0,308
72.0,755,464.0,291
73.0,799,471.0,328
74.0,805,476.0,329
75.0,764,438.0,326
76.0,733,436.0,297
77.0,698,382.0,316
78.0,649,353.0,296
79.0,681,367.0,314
80.0,722,375.0,347
81.0,672,351.0,321
82.0,774,390.0,384
83.0,719,350.0,369
84.0,617,287.0,330
85.0,626,286.0,340
86.0,643,318.0,325
87.0,566,253.0,313
88.0,511,227.0,284
89.0,438,186.0,252
90.0,399,152.0,247
91.0,344,140.0,204
92.0,260,92.0,168
93.0,221,77.0,144
94.0,155,54.0,101
95.0,102,34.0,68
96.0,79,22.0,57
97.0,58,20.0,38
98.0,36,13.0,23
99.0,25,7.0,18
100.0,17,4.0,13
101.0,2,0.0,2
102.0,7,1.0,6
103.0,3,1.0,2
104.0,1,,1
105.0,1,,1
