date,all,male,female
0.0,0,0,0.0
1.0,2,1,1.0
2.0,0,0,0.0
3.0,1,0,1.0
4.0,0,0,0.0
5.0,0,0,0.0
6.0,0,0,0.0
7.0,0,0,0.0
8.0,0,0,0.0
9.0,0,0,0.0
10.0,0,0,0.0
11.0,2,2,0.0
12.0,0,0,0.0
13.0,1,1,0.0
14.0,0,0,0.0
15.0,2,1,1.0
16.0,2,2,0.0
17.0,2,2,0.0
18.0,2,2,0.0
19.0,1,1,0.0
20.0,3,3,0.0
21.0,1,1,0.0
22.0,1,1,0.0
23.0,2,2,0.0
24.0,3,2,1.0
25.0,4,3,1.0
26.0,1,1,0.0
27.0,1,0,1.0
28.0,1,1,0.0
29.0,3,1,2.0
30.0,4,2,2.0
31.0,7,4,3.0
32.0,2,2,0.0
33.0,9,7,2.0
34.0,17,12,5.0
35.0,10,6,4.0
36.0,9,5,4.0
37.0,10,8,2.0
38.0,24,19,5.0
39.0,20,16,4.0
40.0,26,23,3.0
41.0,19,14,5.0
42.0,13,10,3.0
43.0,23,18,5.0
44.0,16,13,3.0
45.0,21,13,8.0
46.0,33,28,5.0
47.0,31,15,16.0
48.0,41,33,8.0
49.0,37,30,7.0
50.0,40,31,9.0
51.0,52,39,13.0
52.0,51,43,8.0
53.0,59,43,16.0
54.0,66,47,19.0
55.0,75,54,21.0
56.0,74,60,14.0
57.0,76,60,16.0
58.0,93,74,19.0
59.0,78,61,17.0
60.0,77,54,23.0
61.0,97,71,26.0
62.0,106,85,21.0
63.0,115,89,26.0
64.0,96,66,30.0
65.0,96,66,30.0
66.0,106,77,29.0
67.0,116,78,38.0
68.0,123,89,34.0
69.0,126,83,43.0
70.0,104,80,24.0
71.0,116,86,30.0
72.0,132,88,44.0
73.0,157,98,59.0
74.0,163,109,54.0
75.0,122,92,30.0
76.0,127,87,40.0
77.0,114,69,45.0
78.0,128,94,34.0
79.0,115,71,44.0
80.0,91,55,36.0
81.0,107,65,42.0
82.0,87,48,39.0
83.0,72,48,24.0
84.0,60,36,24.0
85.0,40,22,18.0
86.0,46,24,22.0
87.0,35,21,14.0
88.0,22,9,13.0
89.0,13,4,9.0
90.0,8,4,4.0
91.0,11,7,4.0
92.0,10,5,5.0
93.0,7,4,3.0
94.0,7,3,4.0
95.0,3,0,3.0
96.0,4,0,4.0
97.0,0,0,
98.0,0,0,
99.0,0,0,
100.0,1,1,
