date,all,male,female
0.0,0,0,0.0
1.0,0,0,0.0
2.0,0,0,0.0
3.0,0,0,0.0
4.0,0,0,0.0
5.0,0,0,0.0
6.0,0,0,0.0
7.0,0,0,0.0
8.0,0,0,0.0
9.0,0,0,0.0
10.0,1,0,1.0
11.0,0,0,0.0
12.0,0,0,0.0
13.0,0,0,0.0
14.0,0,0,0.0
15.0,0,0,0.0
16.0,0,0,0.0
17.0,0,0,0.0
18.0,0,0,0.0
19.0,0,0,0.0
20.0,0,0,0.0
21.0,0,0,0.0
22.0,0,0,0.0
23.0,0,0,0.0
24.0,0,0,0.0
25.0,0,0,0.0
26.0,0,0,0.0
27.0,0,0,0.0
28.0,0,0,0.0
29.0,0,0,0.0
30.0,0,0,0.0
31.0,0,0,0.0
32.0,0,0,0.0
33.0,0,0,0.0
34.0,0,0,0.0
35.0,0,0,0.0
36.0,1,0,1.0
37.0,2,1,1.0
38.0,0,0,0.0
39.0,1,1,0.0
40.0,2,2,0.0
41.0,0,0,0.0
42.0,0,0,0.0
43.0,1,1,0.0
44.0,2,0,2.0
45.0,4,3,1.0
46.0,3,1,2.0
47.0,1,1,0.0
48.0,9,7,2.0
49.0,4,3,1.0
50.0,6,3,3.0
51.0,9,7,2.0
52.0,5,4,1.0
53.0,9,8,1.0
54.0,17,15,2.0
55.0,13,13,0.0
56.0,16,6,10.0
57.0,22,13,9.0
58.0,19,13,6.0
59.0,24,18,6.0
60.0,27,24,3.0
61.0,37,23,14.0
62.0,38,29,9.0
63.0,42,34,8.0
64.0,27,19,8.0
65.0,41,27,14.0
66.0,50,39,11.0
67.0,55,35,20.0
68.0,58,46,12.0
69.0,74,52,22.0
70.0,73,55,18.0
71.0,90,52,38.0
72.0,97,66,31.0
73.0,119,82,37.0
74.0,126,84,42.0
75.0,104,64,40.0
76.0,133,93,40.0
77.0,151,105,46.0
78.0,158,93,65.0
79.0,169,105,64.0
80.0,198,129,69.0
81.0,220,135,85.0
82.0,225,133,92.0
83.0,202,118,84.0
84.0,210,114,96.0
85.0,223,135,88.0
86.0,260,149,111.0
87.0,237,115,122.0
88.0,239,118,121.0
89.0,257,112,145.0
90.0,235,117,118.0
91.0,210,94,116.0
92.0,179,71,108.0
93.0,123,47,76.0
94.0,109,48,61.0
95.0,97,34,63.0
96.0,56,27,29.0
97.0,49,20,29.0
98.0,24,9,15.0
99.0,32,9,23.0
100.0,13,3,10.0
101.0,7,1,6.0
102.0,2,0,2.0
103.0,3,0,3.0
104.0,1,0,1.0
105.0,0,0,0.0
106.0,1,0,1.0
107.0,1,0,1.0
108.0,1,1,
