date,0_39,40_59,60_79,80_89,90_+
2020-02-20,,,,,
2020-02-21,,,,,
2020-02-22,,,,,
2020-02-23,0.0,0.0,1.8571428571428572,2.0,0.2857142857142857
2020-02-24,0.0,0.0,2.2857142857142856,2.2857142857142856,0.5714285714285714
2020-02-25,0.0,0.0,2.5714285714285716,3.142857142857143,0.7142857142857143
2020-02-26,0.0,0.0,3.2857142857142856,4.285714285714286,0.7142857142857143
2020-02-27,0.0,0.0,4.857142857142857,5.428571428571429,1.2857142857142858
2020-02-28,0.0,0.0,5.428571428571429,7.142857142857143,1.8571428571428572
2020-02-29,0.0,0.14285714285714285,8.285714285714286,9.285714285714286,3.2857142857142856
2020-03-01,0.0,0.2857142857142857,11.0,12.857142857142858,4.0
2020-03-02,0.14285714285714285,0.42857142857142855,15.142857142857142,17.857142857142858,4.857142857142857
2020-03-03,0.14285714285714285,1.1428571428571428,20.714285714285715,23.857142857142858,6.714285714285714
2020-03-04,0.14285714285714285,1.7142857142857142,28.714285714285715,33.714285714285715,10.285714285714286
2020-03-05,0.2857142857142857,3.2857142857142856,36.714285714285715,44.42857142857143,11.571428571428571
2020-03-06,0.2857142857142857,4.142857142857143,49.57142857142857,56.857142857142854,14.0
2020-03-07,0.2857142857142857,5.428571428571429,62.57142857142857,71.71428571428571,17.285714285714285
2020-03-08,0.2857142857142857,7.285714285714286,79.57142857142857,87.0,19.714285714285715
2020-03-09,0.2857142857142857,8.285714285714286,95.14285714285714,102.28571428571429,22.714285714285715
2020-03-10,0.5714285714285714,9.142857142857142,112.42857142857143,118.42857142857143,26.428571428571427
2020-03-11,0.5714285714285714,11.0,131.0,135.14285714285714,29.0
2020-03-12,0.5714285714285714,12.0,149.0,147.14285714285714,34.42857142857143
2020-03-13,1.1428571428571428,13.714285714285714,169.0,160.71428571428572,39.42857142857143
2020-03-14,1.1428571428571428,15.428571428571429,189.71428571428572,176.42857142857142,42.857142857142854
2020-03-15,1.2857142857142858,17.428571428571427,211.42857142857142,194.57142857142858,48.0
2020-03-16,1.7142857142857142,20.857142857142858,234.85714285714286,208.71428571428572,54.0
2020-03-17,1.7142857142857142,24.714285714285715,256.57142857142856,232.28571428571428,58.42857142857143
2020-03-18,2.142857142857143,28.714285714285715,282.7142857142857,251.28571428571428,62.142857142857146
2020-03-19,2.142857142857143,31.571428571428573,306.57142857142856,273.42857142857144,67.71428571428571
2020-03-20,1.8571428571428572,35.0,330.0,293.42857142857144,71.0
2020-03-21,2.2857142857142856,37.142857142857146,347.85714285714283,305.42857142857144,74.14285714285714
2020-03-22,2.2857142857142856,40.0,365.2857142857143,313.0,79.0
2020-03-23,2.0,41.142857142857146,377.14285714285717,323.57142857142856,81.57142857142857
2020-03-24,2.0,40.714285714285715,385.85714285714283,328.2857142857143,87.0
2020-03-25,1.8571428571428572,41.285714285714285,389.0,333.14285714285717,93.71428571428571
2020-03-26,2.0,41.142857142857146,383.57142857142856,330.57142857142856,95.0
2020-03-27,1.8571428571428572,41.57142857142857,369.85714285714283,330.14285714285717,99.0
