date,0_39,40_59,60_79,80_89,90_+
2020-02-20,,,,,
2020-02-21,,,,,
2020-02-22,,,,,
2020-02-23,0.42857142857142855,2.0,8.142857142857142,2.142857142857143,0.14285714285714285
2020-02-24,0.2857142857142857,2.5714285714285716,10.571428571428571,2.2857142857142856,0.14285714285714285
2020-02-25,0.2857142857142857,3.142857142857143,14.571428571428571,3.0,0.14285714285714285
2020-02-26,0.2857142857142857,5.0,18.428571428571427,3.5714285714285716,0.2857142857142857
2020-02-27,0.5714285714285714,6.714285714285714,22.571428571428573,4.857142857142857,0.2857142857142857
2020-02-28,1.2857142857142858,9.285714285714286,28.142857142857142,5.571428571428571,0.2857142857142857
2020-02-29,1.2857142857142858,11.428571428571429,32.714285714285715,5.571428571428571,0.2857142857142857
2020-03-01,1.4285714285714286,15.142857142857142,40.857142857142854,6.0,0.2857142857142857
2020-03-02,1.7142857142857142,19.857142857142858,47.285714285714285,6.428571428571429,0.2857142857142857
2020-03-03,2.4285714285714284,24.714285714285715,55.285714285714285,7.428571428571429,0.42857142857142855
2020-03-04,2.5714285714285716,27.714285714285715,63.857142857142854,7.142857142857143,0.42857142857142855
2020-03-05,2.4285714285714284,31.0,69.57142857142857,7.142857142857143,0.42857142857142855
2020-03-06,3.0,35.285714285714285,75.85714285714286,7.428571428571429,0.5714285714285714
2020-03-07,4.0,37.857142857142854,81.57142857142857,7.285714285714286,0.42857142857142855
2020-03-08,4.714285714285714,41.42857142857143,89.0,7.571428571428571,0.5714285714285714
2020-03-09,5.857142857142857,42.285714285714285,98.71428571428571,8.428571428571429,0.7142857142857143
2020-03-10,6.428571428571429,45.57142857142857,109.85714285714286,8.571428571428571,0.5714285714285714
2020-03-11,7.0,49.857142857142854,117.28571428571429,10.285714285714286,0.42857142857142855
2020-03-12,7.714285714285714,54.714285714285715,124.85714285714286,11.0,0.42857142857142855
2020-03-13,7.428571428571429,59.42857142857143,132.14285714285714,10.857142857142858,0.2857142857142857
2020-03-14,7.571428571428571,66.57142857142857,142.14285714285714,11.857142857142858,0.2857142857142857
2020-03-15,7.714285714285714,72.71428571428571,152.0,12.428571428571429,0.42857142857142855
2020-03-16,7.285714285714286,79.42857142857143,156.57142857142858,12.285714285714286,0.5714285714285714
2020-03-17,7.285714285714286,84.42857142857143,157.42857142857142,12.142857142857142,0.5714285714285714
2020-03-18,7.571428571428571,86.42857142857143,158.0,12.714285714285714,0.5714285714285714
2020-03-19,8.714285714285714,90.28571428571429,164.0,13.0,0.7142857142857143
2020-03-20,8.857142857142858,93.57142857142857,170.85714285714286,15.0,0.8571428571428571
2020-03-21,8.428571428571429,94.57142857142857,172.42857142857142,15.571428571428571,1.2857142857142858
2020-03-22,8.0,97.42857142857143,172.71428571428572,17.285714285714285,1.2857142857142858
2020-03-23,8.142857142857142,96.28571428571429,168.71428571428572,18.142857142857142,1.2857142857142858
2020-03-24,7.714285714285714,95.57142857142857,165.57142857142858,19.142857142857142,1.2857142857142858
