date,0_39,40_59,60_79,80_89,90_+
2021-09-27,36.0,45.57142857142857,58.57142857142857,33.857142857142854,10.142857142857142
2021-09-28,36.57142857142857,46.42857142857143,59.57142857142857,32.285714285714285,8.857142857142858
2021-09-29,34.42857142857143,46.285714285714285,59.857142857142854,32.857142857142854,8.857142857142858
2021-09-30,32.57142857142857,44.142857142857146,61.142857142857146,34.714285714285715,9.285714285714286
2021-10-01,30.571428571428573,45.285714285714285,57.42857142857143,33.285714285714285,9.857142857142858
2021-10-02,29.142857142857142,44.714285714285715,57.57142857142857,33.714285714285715,9.571428571428571
2021-10-03,27.428571428571427,45.285714285714285,56.0,32.42857142857143,10.714285714285714
2021-10-04,26.571428571428573,45.285714285714285,55.57142857142857,31.428571428571427,11.0
2021-10-05,24.428571428571427,40.714285714285715,53.285714285714285,32.142857142857146,12.0
2021-10-06,24.285714285714285,38.285714285714285,50.714285714285715,32.0,12.285714285714286
2021-10-07,24.0,38.42857142857143,48.142857142857146,31.428571428571427,12.0
2021-10-08,23.285714285714285,35.42857142857143,47.285714285714285,31.0,12.428571428571429
2021-10-09,22.714285714285715,33.857142857142854,48.857142857142854,30.428571428571427,11.714285714285714
2021-10-10,22.857142857142858,31.571428571428573,50.714285714285715,31.714285714285715,11.857142857142858
2021-10-11,22.428571428571427,30.714285714285715,49.42857142857143,31.571428571428573,11.142857142857142
2021-10-12,22.428571428571427,33.57142857142857,50.42857142857143,31.142857142857142,11.285714285714286
2021-10-13,22.428571428571427,32.714285714285715,51.57142857142857,32.42857142857143,12.428571428571429
2021-10-14,21.714285714285715,33.0,54.285714285714285,32.285714285714285,12.285714285714286
2021-10-15,22.714285714285715,34.42857142857143,56.142857142857146,34.0,12.857142857142858
2021-10-16,23.857142857142858,37.42857142857143,55.714285714285715,35.714285714285715,15.428571428571429
2021-10-17,24.714285714285715,38.42857142857143,57.857142857142854,36.42857142857143,15.428571428571429
2021-10-18,25.857142857142858,39.857142857142854,60.285714285714285,37.57142857142857,17.0
2021-10-19,26.285714285714285,40.285714285714285,65.28571428571429,40.57142857142857,17.857142857142858
2021-10-20,26.428571428571427,43.142857142857146,68.28571428571429,40.0,16.571428571428573
2021-10-21,26.714285714285715,45.0,71.28571428571429,40.285714285714285,17.857142857142858
2021-10-22,26.428571428571427,46.0,73.57142857142857,42.57142857142857,18.142857142857142
2021-10-23,25.285714285714285,46.42857142857143,75.42857142857143,42.857142857142854,17.714285714285715
2021-10-24,24.714285714285715,48.42857142857143,78.57142857142857,46.57142857142857,19.285714285714285
2021-10-25,23.714285714285715,49.714285714285715,82.28571428571429,48.285714285714285,19.714285714285715
2021-10-26,24.571428571428573,51.0,81.57142857142857,48.57142857142857,19.714285714285715
2021-10-27,25.571428571428573,52.0,84.14285714285714,51.714285714285715,20.857142857142858
2021-10-28,25.857142857142858,53.57142857142857,86.57142857142857,54.142857142857146,21.0
2021-10-29,26.714285714285715,51.857142857142854,86.85714285714286,53.142857142857146,21.142857142857142
2021-10-30,27.285714285714285,55.142857142857146,91.0,55.142857142857146,21.428571428571427
2021-10-31,30.0,55.285714285714285,91.28571428571429,56.57142857142857,20.428571428571427
2021-11-01,33.0,57.57142857142857,94.71428571428571,59.714285714285715,21.142857142857142
2021-11-02,33.857142857142854,58.714285714285715,98.85714285714286,61.57142857142857,21.428571428571427
2021-11-03,33.142857142857146,59.857142857142854,100.71428571428571,61.285714285714285,21.571428571428573
2021-11-04,33.42857142857143,59.285714285714285,100.85714285714286,62.142857142857146,22.714285714285715
2021-11-05,34.42857142857143,62.857142857142854,107.57142857142857,66.42857142857143,23.285714285714285
2021-11-06,34.57142857142857,61.142857142857146,108.28571428571429,69.85714285714286,22.857142857142858
2021-11-07,34.285714285714285,60.42857142857143,111.42857142857143,69.85714285714286,25.714285714285715
2021-11-08,32.142857142857146,60.57142857142857,112.57142857142857,67.42857142857143,25.571428571428573
2021-11-09,32.285714285714285,62.714285714285715,116.85714285714286,68.28571428571429,26.142857142857142
2021-11-10,32.714285714285715,63.714285714285715,123.71428571428571,71.28571428571429,27.428571428571427
2021-11-11,33.57142857142857,65.57142857142857,126.71428571428571,73.14285714285714,27.714285714285715
2021-11-12,34.714285714285715,66.71428571428571,131.14285714285714,75.42857142857143,27.142857142857142
2021-11-13,35.285714285714285,69.85714285714286,142.14285714285714,75.71428571428571,27.285714285714285
2021-11-14,34.714285714285715,72.85714285714286,146.0,79.71428571428571,27.428571428571427
2021-11-15,34.857142857142854,75.42857142857143,151.42857142857142,83.28571428571429,27.714285714285715
2021-11-16,36.0,76.85714285714286,154.42857142857142,84.71428571428571,27.714285714285715
2021-11-17,36.57142857142857,79.57142857142857,153.0,87.71428571428571,27.142857142857142
2021-11-18,39.714285714285715,79.85714285714286,157.14285714285714,88.85714285714286,26.571428571428573
