date,confirmed,hospitalizations,age_class,hospitalizations_/_confirmed_14_days_moving_average
2021-08-04,1679,18,10_19,0.008094227978117673
2021-08-05,1438,7,10_19,0.008384918401800789
2021-08-06,1446,9,10_19,0.008558150079347087
2021-08-07,1056,9,10_19,0.008829896319927082
2021-08-08,551,10,10_19,0.008957795004306632
2021-08-09,1415,9,10_19,0.008797137997771392
2021-08-10,1521,8,10_19,0.008748801534036434
2021-08-11,1348,10,10_19,0.008245139059808023
2021-08-12,1236,11,10_19,0.008536279186542806
2021-08-13,1266,11,10_19,0.008541600759253401
2021-08-14,939,12,10_19,0.008628894105703952
2021-08-15,383,13,10_19,0.008271298593879239
2021-08-16,1157,8,10_19,0.008486017357762778
2021-08-17,1253,11,10_19,0.00846740050804403
2021-08-18,1243,6,10_19,0.008290019080202646
2021-08-19,1118,9,10_19,0.008260608886816335
2021-08-20,1319,8,10_19,0.007991404203881539
2021-08-21,1012,10,10_19,0.007837837837837838
2021-08-22,507,4,10_19,0.0074959481361426255
2021-08-23,1253,11,10_19,0.007221200354247565
2021-08-24,1319,6,10_19,0.007281553398058253
2021-08-25,1194,6,10_19,0.007512402551381999
2021-08-26,1048,9,10_19,0.007785467128027681
2021-08-27,1146,6,10_19,0.0075830793249572525
2021-08-28,848,9,10_19,0.0073209791809654545
2021-08-29,391,8,10_19,0.007656020416054443
2021-08-30,1028,3,10_19,0.007618283881315156
2021-08-31,994,10,10_19,0.007874015748031496
2021-09-01,933,7,10_19,0.008299842739821772
2021-09-02,880,11,10_19,0.008133020061449486
2021-09-03,898,2,10_19,0.008570352232058768
2021-09-04,674,4,10_19,0.00826687414899825
2021-09-05,325,7,10_19,0.008000790201501382
2021-09-06,792,7,10_19,0.008404222609408629
2021-09-07,787,5,10_19,0.008134432195226372
2021-09-08,702,7,10_19,0.007877510262953512
2021-09-09,668,4,10_19,0.007137923094635045
2021-09-10,698,7,10_19,0.007411835026897788
2021-09-11,512,3,10_19,0.0076045627376425855
2021-09-12,233,4,10_19,0.007332836191896595
2021-09-13,661,4,10_19,0.00666752147711245
2021-09-14,580,4,10_19,0.006364359586316627
2021-09-15,603,2,10_19,0.0060406370126304225
2021-09-16,553,2,10_19,0.006342494714587738
2021-09-17,577,2,10_19,0.005943751812119455
2021-09-18,462,4,10_19,0.006536918734214827
2021-09-19,218,4,10_19,0.00629874025194961
2021-09-20,545,0,10_19,0.006175698625907056
2021-09-21,530,1,10_19,0.006302190011028832
2021-09-22,444,3,10_19,0.006282216494845361
2021-09-23,479,5,10_19,0.0065595277140045915
2021-09-24,501,3,10_19,0.00643304553919079
2021-09-25,345,6,10_19,0.006390328151986183
2021-09-26,170,2,10_19,0.0063168977013511145
2021-09-27,470,2,10_19,0.006986743102830526
2021-09-28,450,4,10_19,0.007560390927530887
2021-09-29,464,1,10_19,0.007500468779298706
2021-09-30,443,3,10_19,0.007918115102356122
2021-10-01,386,0,10_19,0.008183632734530938
2021-10-02,345,3,10_19,0.007502027575020276
2021-10-03,127,3,10_19,0.007521854035373044
2021-10-04,428,3,10_19,0.007523510971786834
2021-10-05,371,3,10_19,0.007960413080895009
2021-10-06,354,2,10_19,0.0084726867335563
2021-10-07,324,6,10_19,0.00825120330048132
2021-10-08,333,3,10_19,0.009031959240389069
2021-10-09,267,2,10_19,0.009159229685298262
2021-10-10,157,2,10_19,0.009124941506785214
2021-10-11,336,1,10_19,0.008640822045773003
2021-10-12,313,5,10_19,0.008725602755453503
2021-10-13,301,2,10_19,0.008480249944208882
2021-10-14,321,1,10_19,0.007170795306388526
2021-10-15,341,3,10_19,0.006645898234683281
2021-10-16,285,3,10_19,0.006019261637239166
2021-10-17,143,3,10_19,0.006172839506172839
2021-10-18,436,1,10_19,0.005701254275940707
2021-10-19,444,4,10_19,0.0050514162006133866
2021-10-20,480,2,10_19,0.004947961098788603
2021-10-21,445,1,10_19,0.005020242914979757
2021-10-22,546,2,10_19,0.005277864017385905
2021-10-23,436,0,10_19,0.005294117647058823
2021-10-24,195,3,10_19,0.004920405209840811
2021-10-25,576,0,10_19,0.005250109377278694
2021-10-26,594,3,10_19,0.005437813720022309
2021-10-27,619,3,10_19,0.005199306759098787
2021-10-28,635,3,10_19,0.005835341874920716
2021-10-29,608,6,10_19,0.0061005368472425575
2021-10-30,643,5,10_19,0.006486613987498526
2021-10-31,253,1,10_19,0.006362058993637941
2021-11-01,383,3,10_19,0.006657208337880607
2021-11-02,759,7,10_19,0.00676160229484684
2021-11-03,809,2,10_19,0.00664841611263199
2021-11-04,827,8,10_19,0.006313607237090087
2021-11-05,859,6,10_19,0.005719903476628832
2021-11-06,719,5,10_19,0.005249569707401033
2021-11-07,361,3,10_19,0.0057379124124546455
2021-11-08,1094,6,10_19,0.005270092226613966
2021-11-09,1192,8,10_19,0.004904113599765773
2021-11-10,1086,5,10_19,0.004703074547241331
2021-11-11,1019,2,10_19,0.0043431778698383005
2021-11-12,1185,3,10_19,0.0037625151457177475
2021-11-13,1074,2,10_19,0.0034309520892047544
2021-11-14,484,8,10_19,0.0033282904689863843
2021-11-15,1435,3,10_19,0.003259224770108253
2021-11-16,1518,6,10_19,0.002801905295601009
2021-11-17,1393,2,10_19,0.002593332973148198
2021-11-18,1547,6,10_19,0.002480491964239574
2021-11-19,1574,0,10_19,0.002398201348988259
2021-11-20,1360,2,10_19,0.002361104418638269
2021-11-21,564,2,10_19,0.0021357380161366873
2021-11-22,1751,7,10_19,0.00215231029903375
2021-11-23,1855,2,10_19,0.0018956092399929467
2021-11-24,1750,3,10_19,0.002041510717931269
2021-11-25,1861,2,10_19,0.0018570485308682734
2021-11-26,1849,3,10_19,0.0019218449711723255
2021-11-27,1812,3,10_19,0.0019428793471925393
2021-11-28,801,4,10_19,0.0018732318984631853
2021-11-29,2202,5,10_19,0.0016025641025641025
2021-11-30,2365,2,10_19,0.0016082459154208853
2021-12-01,2221,7,10_19,0.0017162257956198934
2021-12-02,2267,3,10_19,0.0017833259028087382
2021-12-03,2318,3,10_19,0.0017205266307600239
2021-12-04,2119,4,10_19,0.001770320197044335
2021-12-05,987,1,10_19,0.0016530226700251888
2021-12-06,2425,1,10_19,0.0015944152374385934
2021-12-07,2382,3,10_19,
2021-12-08,1194,5,10_19,
2021-12-09,1974,4,10_19,
2021-12-10,1669,1,10_19,
2021-12-11,1060,3,10_19,
2021-12-12,225,0,10_19,
2021-12-13,0,0,10_19,
2020-01-29,0,0,20_29,
2020-01-30,0,0,20_29,
2020-01-31,0,0,20_29,
2020-02-01,0,0,20_29,
2020-02-02,0,0,20_29,
2020-02-03,0,0,20_29,
2020-02-04,0,0,20_29,1.0
2020-02-05,0,0,20_29,1.0
2020-02-06,1,1,20_29,1.0
2020-02-07,0,0,20_29,1.0
2020-02-08,0,0,20_29,1.0
2020-02-09,0,0,20_29,1.0
2020-02-10,0,0,20_29,1.0
2020-02-11,0,0,20_29,1.0
2020-02-12,0,0,20_29,1.0
2020-02-13,0,0,20_29,
2020-02-14,0,0,20_29,
2020-02-15,0,0,20_29,0.6666666666666666
2020-02-16,0,0,20_29,0.4
2020-02-17,0,0,20_29,0.35714285714285715
2020-02-18,0,0,20_29,0.4375
2020-02-19,0,0,20_29,0.40816326530612246
2020-02-20,0,0,20_29,0.3283582089552239
2020-02-21,0,0,20_29,0.29411764705882354
2020-02-22,3,2,20_29,0.2916666666666667
2020-02-23,2,0,20_29,0.3238095238095238
2020-02-24,9,3,20_29,0.30158730158730157
2020-02-25,18,9,20_29,0.2887323943661972
2020-02-26,17,6,20_29,0.2717391304347826
2020-02-27,18,2,20_29,0.25
2020-02-28,18,3,20_29,0.24041811846689895
2020-02-29,11,3,20_29,0.23008849557522124
2020-03-01,9,6,20_29,0.23821989528795812
2020-03-02,21,4,20_29,0.21908893709327548
2020-03-03,16,3,20_29,0.20947176684881602
2020-03-04,42,9,20_29,0.21316614420062696
2020-03-05,48,8,20_29,0.21293800539083557
2020-03-06,55,11,20_29,0.21198668146503885
2020-03-07,55,11,20_29,0.20485436893203884
2020-03-08,45,13,20_29,0.1977152899824253
2020-03-09,88,13,20_29,0.19271623672230653
2020-03-10,106,23,20_29,0.18959842001316657
2020-03-11,106,27,20_29,0.18518518518518517
2020-03-12,122,24,20_29,0.1824
2020-03-13,177,36,20_29,0.17342995169082126
2020-03-14,140,23,20_29,0.1684931506849315
2020-03-15,117,20,20_29,0.16435385949696443
2020-03-16,201,33,20_29,0.16335630320226996
2020-03-17,217,37,20_29,0.15773470163435957
2020-03-18,224,36,20_29,0.14828080229226362
2020-03-19,222,35,20_29,0.14013377926421405
2020-03-20,250,28,20_29,0.12962962962962962
2020-03-21,175,21,20_29,0.12554112554112554
2020-03-22,161,23,20_29,0.12557286892758937
2020-03-23,249,37,20_29,0.11906893464637422
2020-03-24,270,35,20_29,0.11226252158894647
2020-03-25,267,26,20_29,0.10612015721504772
2020-03-26,320,29,20_29,0.10046664836673072
2020-03-27,319,23,20_29,0.09817786238781616
2020-03-28,242,23,20_29,0.09849704777241008
2020-03-29,156,25,20_29,0.09587934284944788
2020-03-30,279,21,20_29,0.09220814235643031
2020-03-31,340,28,20_29,0.08955627705627706
2020-04-01,312,24,20_29,0.08720777515103756
2020-04-02,303,23,20_29,0.08695652173913043
2020-04-03,284,23,20_29,0.08919428725410941
2020-04-04,224,27,20_29,0.08833922261484099
2020-04-05,148,12,20_29,0.08660984327742645
2020-04-06,245,23,20_29,0.08640915593705294
2020-04-07,257,24,20_29,0.0877508235998802
2020-04-08,378,27,20_29,0.0899390243902439
2020-04-09,285,25,20_29,0.09020698177324683
2020-04-10,258,26,20_29,0.09045383411580595
2020-04-11,210,17,20_29,0.08821656050955413
2020-04-12,114,15,20_29,0.08972267536704731
2020-04-13,137,8,20_29,0.09027315123251166
2020-04-14,184,19,20_29,0.08845374746792707
2020-04-15,253,26,20_29,0.0912981455064194
2020-04-16,260,20,20_29,0.09372693726937269
2020-04-17,242,20,20_29,0.09212028930338789
2020-04-18,169,15,20_29,0.09299564701226751
2020-04-19,73,10,20_29,0.0912746280659429
2020-04-20,182,19,20_29,0.09314516129032258
2020-04-21,217,15,20_29,0.09039087947882736
2020-04-22,220,21,20_29,0.08588186007540846
2020-04-23,191,23,20_29,0.08613904678618277
2020-04-24,175,14,20_29,0.0856873822975518
2020-04-25,110,10,20_29,0.087890625
2020-04-26,74,7,20_29,0.08532934131736528
2020-04-27,130,12,20_29,0.0827693909422176
2020-04-28,160,10,20_29,0.0858085808580858
2020-04-29,184,9,20_29,0.08265424912689173
2020-04-30,160,12,20_29,0.07654921020656136
2020-05-01,79,5,20_29,0.07954545454545454
2020-05-02,93,13,20_29,0.07961165048543689
2020-05-03,29,1,20_29,0.07820855614973261
2020-05-04,99,7,20_29,0.0803633822501747
2020-05-05,114,12,20_29,0.08234421364985163
2020-05-06,120,7,20_29,0.0846774193548387
2020-05-07,119,7,20_29,0.08445945945945946
2020-05-08,113,14,20_29,0.08530405405405406
2020-05-09,71,7,20_29,0.0779896013864818
2020-05-10,25,1,20_29,0.08506944444444445
2020-05-11,65,10,20_29,0.08483754512635379
2020-05-12,77,6,20_29,0.08547008547008547
2020-05-13,76,3,20_29,0.0898989898989899
2020-05-14,104,7,20_29,0.09307359307359307
2020-05-15,79,6,20_29,0.08779931584948689
2020-05-16,63,2,20_29,0.08907363420427554
2020-05-17,27,9,20_29,0.09090909090909091
2020-05-18,55,3,20_29,0.08759124087591241
2020-05-19,59,8,20_29,0.08448928121059268
2020-05-20,57,6,20_29,0.09006622516556291
2020-05-21,53,4,20_29,0.091164095371669
2020-05-22,66,5,20_29,0.08779761904761904
2020-05-23,36,5,20_29,0.08892355694227769
2020-05-24,19,2,20_29,0.0819935691318328
2020-05-25,51,6,20_29,0.08585858585858586
2020-05-26,48,1,20_29,0.08148148148148149
2020-05-27,38,4,20_29,0.07992202729044834
2020-05-28,62,4,20_29,0.08737864077669903
2020-05-29,38,0,20_29,0.09090909090909091
2020-05-30,32,0,20_29,0.09282700421940929
2020-05-31,8,3,20_29,0.09462365591397849
2020-06-01,27,3,20_29,0.09195402298850575
2020-06-02,5,1,20_29,0.09174311926605505
2020-06-03,30,3,20_29,0.08823529411764706
2020-06-04,55,8,20_29,0.0851063829787234
2020-06-05,35,4,20_29,0.09004739336492891
2020-06-06,26,5,20_29,0.09375
2020-06-07,10,2,20_29,0.08980582524271845
2020-06-08,21,2,20_29,0.08633093525179857
2020-06-09,49,1,20_29,0.0853932584269663
2020-06-10,44,3,20_29,0.08666666666666667
2020-06-11,43,1,20_29,0.07565011820330969
2020-06-12,37,2,20_29,0.07746478873239436
2020-06-13,26,1,20_29,0.07004830917874397
2020-06-14,4,1,20_29,0.07579462102689487
2020-06-15,32,2,20_29,0.0776255707762557
2020-06-16,33,3,20_29,0.09324009324009325
2020-06-17,35,4,20_29,0.09223300970873786
2020-06-18,28,1,20_29,0.10379746835443038
2020-06-19,38,5,20_29,0.11733333333333333
2020-06-20,14,1,20_29,0.11702127659574468
2020-06-21,5,4,20_29,0.11917098445595854
2020-06-22,50,5,20_29,0.14248704663212436
2020-06-23,40,7,20_29,0.13994910941475827
2020-06-24,27,1,20_29,0.13670886075949368
2020-06-25,26,4,20_29,0.13613861386138615
2020-06-26,17,5,20_29,0.13032581453634084
2020-06-27,27,1,20_29,0.13138686131386862
2020-06-28,14,3,20_29,0.13285024154589373
2020-06-29,32,11,20_29,0.13399503722084366
2020-06-30,40,3,20_29,0.12944162436548223
2020-07-01,37,3,20_29,0.1271393643031785
2020-07-02,37,2,20_29,0.12980769230769232
2020-07-03,33,2,20_29,0.12211981566820276
2020-07-04,26,3,20_29,0.12727272727272726
2020-07-05,8,5,20_29,0.1324200913242009
2020-07-06,39,4,20_29,0.11342592592592593
2020-07-07,31,4,20_29,0.11264367816091954
2020-07-08,42,2,20_29,0.12072892938496584
2020-07-09,33,6,20_29,0.13151927437641722
2020-07-10,35,4,20_29,0.13157894736842105
2020-07-11,33,4,20_29,0.13785557986870897
2020-07-12,12,5,20_29,0.12446351931330472
2020-07-13,26,2,20_29,0.12526997840172785
2020-07-14,43,3,20_29,0.12164948453608247
2020-07-15,41,7,20_29,0.12629399585921325
2020-07-16,39,7,20_29,0.1217564870259481
2020-07-17,48,4,20_29,0.12375249500998003
2020-07-18,27,6,20_29,0.12720156555772993
2020-07-19,17,0,20_29,0.12596899224806202
2020-07-20,36,4,20_29,0.12248628884826325
2020-07-21,53,5,20_29,0.11921708185053381
2020-07-22,40,4,20_29,0.09494640122511486
2020-07-23,51,6,20_29,0.08941877794336811
2020-07-24,35,5,20_29,0.09425625920471281
2020-07-25,43,7,20_29,0.08789625360230548
2020-07-26,17,5,20_29,0.08959537572254335
2020-07-27,57,4,20_29,0.08940852819807428
2020-07-28,58,3,20_29,0.08609271523178808
2020-07-29,132,2,20_29,0.07300115874855156
2020-07-30,57,5,20_29,0.0665163472378805
2020-07-31,56,8,20_29,0.06184486373165619
2020-08-01,42,3,20_29,0.06010362694300518
2020-08-02,15,1,20_29,0.057692307692307696
2020-08-03,71,7,20_29,0.06146341463414634
2020-08-04,81,5,20_29,0.05920444033302498
2020-08-05,148,2,20_29,0.0643699002719855
2020-08-06,75,2,20_29,0.06134453781512605
2020-08-07,102,5,20_29,0.05508798775822494
2020-08-08,54,6,20_29,0.05485544848035582
2020-08-09,40,4,20_29,0.056762438682550806
2020-08-10,94,10,20_29,0.05391527599486521
2020-08-11,114,4,20_29,0.05037206639954207
2020-08-12,154,9,20_29,0.04864593781344032
2020-08-13,144,7,20_29,0.04745319982585982
2020-08-14,173,7,20_29,0.04690990320178704
2020-08-15,84,5,20_29,0.04428044280442804
2020-08-16,93,8,20_29,0.0443611371446423
2020-08-17,202,10,20_29,0.043084522502744235
2020-08-18,270,9,20_29,0.0423623224520309
2020-08-19,395,11,20_29,0.0421784472769409
2020-08-20,378,14,20_29,0.04064864864864865
2020-08-21,491,22,20_29,0.04020725388601036
2020-08-22,349,12,20_29,0.04036770583533174
2020-08-23,260,14,20_29,0.040755467196819085
2020-08-24,537,25,20_29,0.03922330097087379
2020-08-25,483,17,20_29,0.039324765010550544
2020-08-26,456,21,20_29,0.03933021806853582
2020-08-27,454,13,20_29,0.038779527559055116
2020-08-28,373,13,20_29,0.03927986906710311
2020-08-29,263,13,20_29,0.041127835488658046
2020-08-30,119,11,20_29,0.041427941824592335
2020-08-31,322,7,20_29,0.04120111731843575
2020-09-01,333,12,20_29,0.042031098153547136
2020-09-02,318,8,20_29,0.04054738976178408
2020-09-03,322,9,20_29,0.041633518960487934
2020-09-04,299,17,20_29,0.043136190992946286
2020-09-05,178,14,20_29,0.04511486299474121
2020-09-06,81,8,20_29,0.045454545454545456
2020-09-07,295,14,20_29,0.04907801418439716
2020-09-08,303,13,20_29,0.05027448714244438
2020-09-09,286,8,20_29,0.05207100591715976
2020-09-10,279,10,20_29,0.056422569027611044
2020-09-11,288,15,20_29,0.05427286356821589
2020-09-12,190,17,20_29,0.052710392333033845
2020-09-13,92,11,20_29,0.053592814371257486
2020-09-14,261,17,20_29,0.053464755077658306
2020-09-15,269,13,20_29,0.05387608500448968
2020-09-16,237,10,20_29,0.056682577565632455
2020-09-17,274,21,20_29,0.05621653777513385
2020-09-18,302,10,20_29,0.054491899852724596
2020-09-19,182,9,20_29,0.05309218203033839
2020-09-20,82,11,20_29,0.05282909930715935
2020-09-21,303,14,20_29,0.049244543928371576
2020-09-22,296,14,20_29,0.047080979284369114
2020-09-23,297,18,20_29,0.04459424423126782
2020-09-24,289,9,20_29,0.04164613109906358
2020-09-25,321,11,20_29,0.04167647751353897
2020-09-26,223,14,20_29,0.041874151199637846
2020-09-27,128,12,20_29,0.0425764192139738
2020-09-28,371,10,20_29,0.041752365281777046
2020-09-29,412,12,20_29,0.04182437547312642
2020-09-30,377,7,20_29,0.039323904794756816
2020-10-01,475,18,20_29,0.040235221293717115
2020-10-02,491,18,20_29,0.04049930651872399
2020-10-03,353,17,20_29,0.038275686673448626
2020-10-04,244,21,20_29,0.03971163245356794
2020-10-05,585,22,20_29,0.03831501034069881
2020-10-06,718,32,20_29,0.03742896335488928
2020-10-07,811,25,20_29,0.035853131749460046
2020-10-08,953,41,20_29,0.0332220756035085
2020-10-09,1069,43,20_29,0.03139728306071528
2020-10-10,877,23,20_29,0.03102595013006789
2020-10-11,448,36,20_29,0.03127299484915379
2020-10-12,1374,37,20_29,0.030355782831030357
2020-10-13,1431,42,20_29,0.028283122301460243
2020-10-14,1746,40,20_29,0.026358859505556033
2020-10-15,1783,31,20_29,0.02443166467250762
2020-10-16,2036,43,20_29,0.022992104073185155
2020-10-17,1686,53,20_29,0.022648140314340568
2020-10-18,791,42,20_29,0.022290085949060227
2020-10-19,2659,70,20_29,0.02100681851153344
2020-10-20,2949,57,20_29,0.02042019509057777
2020-10-21,3416,54,20_29,0.01925650557620818
2020-10-22,3644,62,20_29,0.018760988248357546
2020-10-23,3909,71,20_29,0.018075687874316466
2020-10-24,2859,58,20_29,0.017453067381830372
2020-10-25,1480,48,20_29,0.01735103426983637
2020-10-26,4076,53,20_29,0.016733083526636133
2020-10-27,4282,80,20_29,0.01644028727639876
2020-10-28,4780,55,20_29,0.01600455698063283
2020-10-29,4661,65,20_29,0.015972955086125173
2020-10-30,4892,65,20_29,0.015414090394496212
2020-10-31,3330,53,20_29,0.015459401892917876
2020-11-01,1648,52,20_29,0.015141664385436628
2020-11-02,4513,71,20_29,0.015047021943573668
2020-11-03,5003,76,20_29,0.014369649152257849
2020-11-04,5345,62,20_29,0.01440854436756902
2020-11-05,5129,84,20_29,0.01426770859591631
2020-11-06,5417,63,20_29,0.014213934039252715
2020-11-07,3661,73,20_29,0.014043901945577773
2020-11-08,1711,33,20_29,0.01380477076636779
2020-11-09,4643,56,20_29,0.013678795312074134
2020-11-10,4837,48,20_29,0.01344526226880182
2020-11-11,4758,57,20_29,0.013459848884203127
2020-11-12,4618,56,20_29,0.012933505302378905
2020-11-13,4695,59,20_29,0.012746984385406645
2020-11-14,3336,43,20_29,0.012316571730355727
2020-11-15,1444,35,20_29,0.012329420746254413
2020-11-16,4107,58,20_29,0.012415394301904612
2020-11-17,4312,53,20_29,0.01249796450089562
2020-11-18,4242,48,20_29,0.012546203400570282
2020-11-19,4043,40,20_29,0.012789908236788506
2020-11-20,3645,30,20_29,0.012846595195099092
2020-11-21,2627,37,20_29,0.012765353883977117
2020-11-22,1088,26,20_29,0.01277350396625686
2020-11-23,3072,41,20_29,0.012643046324521514
2020-11-24,3141,31,20_29,0.012628981017144958
2020-11-25,2975,37,20_29,0.01275524320734879
2020-11-26,2934,46,20_29,0.013011964020609553
2020-11-27,2781,37,20_29,0.013689066958052571
2020-11-28,1891,21,20_29,0.013734119923838063
2020-11-29,869,28,20_29,0.013709907228572333
2020-11-30,2402,31,20_29,0.013579239432022197
2020-12-01,2377,28,20_29,0.014177125684992044
2020-12-02,2297,28,20_29,0.01416760753177696
2020-12-03,2254,26,20_29,0.014079261025029797
2020-12-04,2238,34,20_29,0.013928000608874343
2020-12-05,1718,26,20_29,0.01464877542389173
2020-12-06,634,19,20_29,0.014256222490554278
2020-12-07,2124,24,20_29,0.014155792803479636
2020-12-08,791,16,20_29,0.014270866645346977
2020-12-09,2147,25,20_29,0.01419763102385202
2020-12-10,2325,35,20_29,0.013754478441708191
2020-12-11,2211,25,20_29,0.013977552467976802
2020-12-12,1622,36,20_29,0.013926287445304612
2020-12-13,533,13,20_29,0.013824884792626729
2020-12-14,2019,23,20_29,0.013904057800554481
2020-12-15,2103,27,20_29,0.013444580647712444
2020-12-16,1933,21,20_29,0.01322908028274691
2020-12-17,1885,10,20_29,0.012879336714159221
2020-12-18,1922,35,20_29,0.013396715643906655
2020-12-19,1519,22,20_29,0.013174936358358268
2020-12-20,736,18,20_29,0.013135854712157278
2020-12-21,2060,25,20_29,0.013444497795626172
2020-12-22,2274,25,20_29,0.013460483564707372
2020-12-23,2181,20,20_29,0.013245837890387654
2020-12-24,1848,20,20_29,0.013792003826683143
2020-12-25,505,15,20_29,0.014028308622789702
2020-12-26,873,21,20_29,0.013966017405719022
2020-12-27,828,16,20_29,0.013900884227842896
2020-12-28,2242,33,20_29,0.013579706104894269
2020-12-29,2893,38,20_29,0.013321492007104795
2020-12-30,2921,29,20_29,0.013709124632071287
2020-12-31,2285,29,20_29,0.01352506801399145
2021-01-01,644,23,20_29,0.01288244766505636
2021-01-02,1840,25,20_29,0.012421291676702336
2021-01-03,921,19,20_29,0.012357184770977874
2021-01-04,2856,28,20_29,0.01198332754428621
2021-01-05,3061,29,20_29,0.011959918112272384
2021-01-06,1084,15,20_29,0.012224756065647314
2021-01-07,2777,28,20_29,0.012223071046600458
2021-01-08,2720,27,20_29,0.012150802099776073
2021-01-09,1991,22,20_29,0.012475106151129147
2021-01-10,736,13,20_29,0.012550066755674232
2021-01-11,2061,20,20_29,0.012527428685417914
2021-01-12,1946,26,20_29,0.01270217630620713
2021-01-13,1827,23,20_29,0.012610812835559995
2021-01-14,1716,22,20_29,0.012881026953107768
2021-01-15,1705,34,20_29,0.0131369798971482
2021-01-16,1212,26,20_29,0.013320369470102091
2021-01-17,523,16,20_29,0.0133721503996842
2021-01-18,1706,13,20_29,0.013846622032866707
2021-01-19,1614,15,20_29,0.013634250890874349
2021-01-20,1493,18,20_29,0.01359932267964864
2021-01-21,1419,17,20_29,0.013663858284726722
2021-01-22,1441,16,20_29,0.012944983818770227
2021-01-23,1171,15,20_29,0.01239075118929085
2021-01-24,432,10,20_29,0.012592921335848219
2021-01-25,1511,22,20_29,0.013639181649101054
2021-01-26,1593,17,20_29,0.013918202042096857
2021-01-27,1362,16,20_29,0.014070006863417982
2021-01-28,1334,18,20_29,0.013600777187267843
2021-01-29,1420,17,20_29,0.013254113345521023
2021-01-30,1059,14,20_29,0.01314360820618321
2021-01-31,471,19,20_29,0.01366120218579235
2021-02-01,1423,28,20_29,0.01385720802919708
2021-02-02,1402,17,20_29,0.013830942447276676
2021-02-03,1446,20,20_29,0.01430598921373829
2021-02-04,1434,9,20_29,0.01405905934165208
2021-02-05,1446,10,20_29,0.013987591652566272
2021-02-06,1166,13,20_29,0.013978130988614586
2021-02-07,501,20,20_29,0.013773638159751623
2021-02-08,1479,25,20_29,0.013528046640629423
2021-02-09,1554,16,20_29,0.013424320393780064
2021-02-10,1480,26,20_29,0.013670577817135267
2021-02-11,1430,15,20_29,0.01415532600972837
2021-02-12,1439,16,20_29,0.014665884486160737
2021-02-13,1071,14,20_29,0.014853303941636488
2021-02-14,444,15,20_29,0.014622937121370378
2021-02-15,1375,23,20_29,0.014783047426841575
2021-02-16,1613,18,20_29,0.015008742957062367
2021-02-17,1636,27,20_29,0.014323582755894527
2021-02-18,1663,21,20_29,0.014506985671561844
2021-02-19,1900,26,20_29,0.014824281150159744
2021-02-20,1468,21,20_29,0.015047202869274849
2021-02-21,596,17,20_29,0.015596367634483039
2021-02-22,2151,38,20_29,0.01509331470919179
2021-02-23,2322,32,20_29,0.014738805970149253
2021-02-24,2395,25,20_29,0.014533119085877523
2021-02-25,2330,32,20_29,0.014318010550113038
2021-02-26,2511,39,20_29,0.014176410188466762
2021-02-27,1853,31,20_29,0.014378448555663746
2021-02-28,744,33,20_29,0.014537969187224598
2021-03-01,2591,29,20_29,0.013964459820726529
2021-03-02,2640,24,20_29,0.013301385432986207
2021-03-03,2841,39,20_29,0.013402964349322305
2021-03-04,2852,32,20_29,0.013148175505983158
2021-03-05,2897,36,20_29,0.012641267622043574
2021-03-06,2087,36,20_29,0.012562525153797504
2021-03-07,877,26,20_29,0.012471039157918824
2021-03-08,2855,30,20_29,0.012720184399988618
2021-03-09,3080,21,20_29,0.01293456465870259
2021-03-10,2969,36,20_29,0.012763313943638109
2021-03-11,3048,33,20_29,0.01280818819271658
2021-03-12,2998,28,20_29,0.012786270386997783
2021-03-13,2307,34,20_29,0.012474723021275384
2021-03-14,919,32,20_29,0.01265174992181503
2021-03-15,2771,40,20_29,0.012685290763968073
2021-03-16,2908,35,20_29,0.0130387436955525
2021-03-17,2846,33,20_29,0.013015809024678204
2021-03-18,2806,33,20_29,0.01336400163046643
2021-03-19,2723,33,20_29,0.013523006673691605
2021-03-20,2004,24,20_29,0.013616268788682582
2021-03-21,939,33,20_29,0.013478837929508922
2021-03-22,2762,30,20_29,0.013245033112582781
2021-03-23,2896,31,20_29,0.013415615776764154
2021-03-24,2800,33,20_29,0.013402092765268492
2021-03-25,2667,40,20_29,0.013504511596923636
2021-03-26,2816,31,20_29,0.01361855796303097
2021-03-27,2073,34,20_29,0.013597262047914161
2021-03-28,894,27,20_29,0.013244826726502118
2021-03-29,2539,29,20_29,0.01418840338926732
2021-03-30,2778,39,20_29,0.014327625025585045
2021-03-31,2656,30,20_29,0.0143637185684972
2021-04-01,2479,32,20_29,0.014539522678109153
2021-04-02,2373,32,20_29,0.014938968846784478
2021-04-03,1761,20,20_29,0.014939759036144579
2021-04-04,594,17,20_29,0.014836352792067397
2021-04-05,769,32,20_29,0.01507041718862696
2021-04-06,2115,24,20_29,0.014854194355406145
2021-04-07,2239,26,20_29,0.01481720083749396
2021-04-08,2113,37,20_29,0.014877262583684603
2021-04-09,2062,31,20_29,0.01481544192346766
2021-04-10,1603,27,20_29,0.015372657397011831
2021-04-11,745,22,20_29,0.015385278400275815
2021-04-12,2056,28,20_29,0.014611265617865594
2021-04-13,2017,22,20_29,0.01522692761936899
2021-04-14,1910,18,20_29,0.015661503850480228
2021-04-15,1841,24,20_29,0.015481930375547397
2021-04-16,1799,22,20_29,0.015726387887527036
2021-04-17,1295,26,20_29,0.015788272872461786
2021-04-18,640,18,20_29,0.015621399935486844
2021-04-19,1656,27,20_29,0.015694961587406325
