date,incidence,incidence_7_days_moving_average
2020-02-22,1,
2020-02-23,1,
2020-02-24,0,
2020-02-25,2,0.7142857142857143
2020-02-26,0,0.7142857142857143
2020-02-27,1,1.4285714285714286
2020-02-28,0,1.4285714285714286
2020-02-29,1,2.2857142857142856
2020-03-01,6,3.5714285714285716
2020-03-02,0,3.7142857142857144
2020-03-03,8,5.142857142857143
2020-03-04,9,6.142857142857143
2020-03-05,2,5.857142857142857
2020-03-06,10,6.571428571428571
2020-03-07,8,7.285714285714286
2020-03-08,4,6.857142857142857
2020-03-09,5,9.571428571428571
2020-03-10,13,11.0
2020-03-11,6,12.142857142857142
2020-03-12,21,15.714285714285714
2020-03-13,20,19.428571428571427
2020-03-14,16,22.142857142857142
2020-03-15,29,26.142857142857142
2020-03-16,31,27.857142857142858
2020-03-17,32,29.142857142857142
2020-03-18,34,31.285714285714285
2020-03-19,33,31.285714285714285
2020-03-20,29,31.714285714285715
2020-03-21,31,31.571428571428573
2020-03-22,29,33.42857142857143
2020-03-23,34,33.42857142857143
2020-03-24,31,35.142857142857146
2020-03-25,47,36.42857142857143
2020-03-26,33,34.42857142857143
2020-03-27,41,34.57142857142857
2020-03-28,40,34.285714285714285
2020-03-29,15,32.285714285714285
2020-03-30,35,29.857142857142858
2020-03-31,29,28.285714285714285
2020-04-01,33,24.571428571428573
2020-04-02,16,24.571428571428573
2020-04-03,30,21.571428571428573
2020-04-04,14,19.0
2020-04-05,15,16.714285714285715
2020-04-06,14,16.0
2020-04-07,11,12.428571428571429
2020-04-08,17,11.571428571428571
2020-04-09,11,10.714285714285714
2020-04-10,5,10.0
2020-04-11,8,10.142857142857142
2020-04-12,9,8.285714285714286
2020-04-13,9,7.285714285714286
2020-04-14,12,7.285714285714286
2020-04-15,4,7.0
2020-04-16,4,6.285714285714286
2020-04-17,5,6.428571428571429
2020-04-18,6,6.0
2020-04-19,4,7.0
2020-04-20,10,7.285714285714286
2020-04-21,9,7.0
2020-04-22,11,6.571428571428571
2020-04-23,6,6.0
2020-04-24,3,5.0
2020-04-25,3,4.571428571428571
2020-04-26,0,3.4285714285714284
2020-04-27,3,3.2857142857142856
2020-04-28,6,2.857142857142857
2020-04-29,3,2.5714285714285716
2020-04-30,5,2.7142857142857144
2020-05-01,0,2.4285714285714284
2020-05-02,1,1.7142857142857142
2020-05-03,1,1.2857142857142858
2020-05-04,1,1.1428571428571428
2020-05-05,1,1.5714285714285714
2020-05-06,0,1.8571428571428572
2020-05-07,4,2.142857142857143
2020-05-08,3,2.4285714285714284
2020-05-09,3,2.857142857142857
2020-05-10,3,3.0
