age,all,male,female
-1.0,0.2242911604100498,,0.2172655253241551
0.0,0.2607781860640819,0.23096880934027714,0.2585026959767731
1.0,0.26065023156955613,0.2629275611374028,0.25939746400133235
2.0,0.30125334961500627,0.26183378481244124,0.2986859126526097
3.0,0.33553410822107244,0.30368803875972195,0.3338676212989575
4.0,0.3562318689596589,0.3371110172389516,0.35649149157410004
5.0,0.3889956652099091,0.35598685337777847,0.3870314617500751
6.0,0.4129086846732506,0.39085161770174787,0.4104865302059354
7.0,0.4334990388583794,0.4151961954426103,0.43177614472318704
8.0,0.449424880807585,0.4351245984918831,0.44766184305067963
9.0,0.46763652259206345,0.4510833972479924,0.4647286651437943
10.0,0.4684641960736787,0.4703794251301814,0.46260039525834507
11.0,0.41506623828176575,0.47401181312295765,0.415467129535485
12.0,0.39827400481141806,0.41468898753079714,0.40644020920517276
13.0,0.384497526821484,0.39060924427002425,0.40004164246654905
14.0,0.3979832578948288,0.36993002683902065,0.4179666119321292
15.0,0.4109938979517822,0.37913998356569983,0.4364270532454085
16.0,0.42499058170569287,0.3870841032752561,0.44853097060479125
17.0,0.4078112847068158,0.4029204234305551,0.43544977178025857
18.0,0.34563871998699947,0.3821476510067114,0.36609258295173236
19.0,0.35393508982769833,0.3269105424782979,0.37922934518331786
20.0,0.3587671179746955,0.33101440998867576,0.38796790966105027
21.0,0.35999891708784615,0.33267237580703873,0.3859957513281547
22.0,0.36192563201986566,0.3364293318708262,0.3900859785089052
23.0,0.3672975768721097,0.336180284673607,0.3965646715390229
24.0,0.36983562193044,0.340344360711839,0.4003049349679507
25.0,0.36569145014303833,0.34134941721777246,0.39470205821261906
26.0,0.35759381350688346,0.3382670720746563,0.3880241336054975
27.0,0.3680145130887084,0.3287032926661258,0.3988235407814498
28.0,0.3713902434882748,0.33855017098493484,0.4052698051845537
29.0,0.37662504329325613,0.33897844347187867,0.4111032323245
30.0,0.3718380233688153,0.343126017425023,0.40433470894474455
31.0,0.3821536138777837,0.34024554908746235,0.41697908752350943
32.0,0.3815484931070107,0.34804404370218356,0.4179521362974144
33.0,0.36816491485277475,0.3457851350160585,0.4023626168224299
34.0,0.36363344398800607,0.334350585215545,0.40009164152888615
35.0,0.3676342725308403,0.32760907484102775,0.4060633687818445
36.0,0.36283949521071734,0.32961538022444714,0.4002226551628166
37.0,0.36758794696931074,0.32568137303721406,0.4038236194246925
38.0,0.3685974748900811,0.3313829201101928,0.40837057008704486
39.0,0.36022877380941515,0.32918870591258537,0.39787751400178784
40.0,0.34409876506516474,0.32252524988908315,0.3802919147396875
41.0,0.34210987438880663,0.3079298110086882,0.3768099980846581
42.0,0.34012219022294193,0.3072298724989531,0.37313230910341666
43.0,0.33269517404394183,0.30690366527907254,0.36421800014873984
44.0,0.3282410833717804,0.3008999309442546,0.3576611962600324
45.0,0.3413155524206912,0.2985416604788717,0.3698825444966328
46.0,0.3451179850528768,0.3123273129629511,0.37271848560166704
47.0,0.3374776494517082,0.31719459407973416,0.3621693438246568
48.0,0.3372303680610684,0.31228025853175856,0.35976514922809466
49.0,0.32317722070007426,0.31423867788257287,0.34453854655422994
50.0,0.31670074026219297,0.3012964986450314,0.3364369665736459
51.0,0.3139076715529013,0.29643071555126965,0.33128304322402724
52.0,0.30182348353155286,0.2959507745317162,0.3187863498558579
53.0,0.2992796928598085,0.2843927266112094,0.3150441479308302
54.0,0.2920445054440092,0.28304021221788866,0.3055654882516071
55.0,0.3054541535311077,0.2780622988066551,0.31682300120149237
56.0,0.3063925161005015,0.29355888093689003,0.31709817939580237
57.0,0.29142072094379257,0.2951164369112805,0.3013838135745522
58.0,0.2813270146653029,0.280871477301559,0.29062505010065937
59.0,0.2767585783348818,0.2714499812663919,0.2847402452515108
60.0,0.2734847224356719,0.268257907006994,0.27657827261451273
61.0,0.25693159149109124,0.270158282483493,0.26048127692395445
62.0,0.24447337281221906,0.25310736576607384,0.24854385173394436
63.0,0.24081543690078008,0.2400759042379866,0.24239330993740987
64.0,0.2315799140332025,0.23910175808878012,0.23173559702627974
65.0,0.23222319636388805,0.2314095608792748,0.2331600342910871
66.0,0.22219507816018202,0.2312024298085441,0.21989452341771085
67.0,0.2118951385550392,0.22472820373279243,0.20956544098740035
68.0,0.19964750807793988,0.21446804787897156,0.19587589373421513
69.0,0.19707551790705044,0.20383681383976196,0.1933310023437372
70.0,0.19213320738600398,0.20125404654055076,0.18702779869889596
71.0,0.19816761104658925,0.19789316611301583,0.19153869226965284
72.0,0.20153131934074323,0.20568057920591948,0.19386277083988845
73.0,0.2541707481763973,0.2103548255209715,0.24266019732892627
74.0,0.23352494835010668,0.2676088273974184,0.22131102256168725
75.0,0.19800084428898806,0.248005338202123,0.18512872279790968
76.0,0.1917367935703179,0.21366207420899164,0.1793256011947131
77.0,0.1930723857653584,0.20708522114347358,0.18029617383751068
78.0,0.17414939510115596,0.20922642244738893,0.16225663602561455
79.0,0.17543776279073303,0.18950087492708942,0.1647670372144276
80.0,0.1925097849438416,0.18944078903993988,0.1807595257451144
81.0,0.20816954016443848,0.20842075147816136,0.19495558003797378
82.0,0.21286780986119808,0.22663622859140162,0.19912311499696
83.0,0.20163497788327533,0.23300916049692558,0.19119429699226734
84.0,0.20068437243106169,0.2174281439900441,0.19234118270614067
85.0,0.21251177958335088,0.21394561660837189,0.204869574236374
86.0,0.21757386450919147,0.22521062026266092,0.20916744835159806
87.0,0.2211704133961703,0.2324642386121538,0.21667960338524714
88.0,0.2131032978576611,0.2295366817879675,0.20864843255488558
